ITEM_ID,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01,2023-07-01,2023-08-01,2023-09-01,2023-10-01,2023-11-01,2023-12-01,2024-01-01,2024-02-01,2024-03-01,2024-04-01,2024-05-01,2024-06-01,2024-07-01,2024-08-01,2024-09-01,2024-10-01,2024-11-01,2024-12-01,2025-01-01,2025-02-01
220209,,0,0,-2,0,0,1,0,1,0,-0,0,-1,-0,0,-0,1,-0,0,0,1,-0,0,0,-1,0,0,0,1,0,0,0,1,0,0,0,-0,0,0,0,1,0,0,0,-28,1,0,0,36,0,0,0,-4,0,0,0,-11,0,0,0,14,0
220210,,0,0,-2,1,0,2,0,-1,0,-0,0,0,-0,0,-0,0,0,0,0,1,-0,0,0,-1,0,0,0,2,-0,0,0,2,0,0,0,-2,0,0,0,0,0,0,0,3,-0,0,0,-9,0,0,0,2,-0,0,0,2,0,0,0,-3,0
220214,,0,-0,2,-0,0,0,-11,7,-0,-9,8,4,0,0,0,0,3,1,1,0,2,-0,0,-7,-0,2,10,-3,-2,-1,2,7,-3,0,8,-19,-0,-2,0,1,1,-1,-0,1,-1,-0,0,0,-1,1,2,0,1,-1,1,2,2,-1,0,-5,2
220301,,0,0,-1,-1,2,2,-0,0,0,0,0,-4,0,0,0,0,1,0,0,1,1,1,1,-5,1,1,4,3,1,1,1,1,2,0,1,-15,1,1,1,1,1,2,0,0,1,0,0,-8,0,1,1,0,0,0,1,0,0,0,0,-3,1
220303,,1,1,2,-0,-0,-0,-1,0,1,2,-1,-3,0,1,0,0,-1,-0,-0,0,1,1,1,-0,0,1,1,0,2,1,0,0,2,0,0,-8,1,1,1,1,0,-1,1,-0,1,1,0,-6,-0,0,-0,0,0,1,0,-0,0,0,0,-3,0
220310,,0,0,-0,0,0,1,-13,15,1,-0,-0,-1,0,0,0,1,1,0,0,0,0,0,0,-3,0,0,1,0,0,0,-0,0,1,2,1,-6,1,1,0,0,0,0,1,1,1,0,0,-6,0,0,1,0,0,1,0,0,0,0,-0,-3,0
220316,,0,0,7,-0,-0,1,-6,0,0,2,0,-4,0,0,0,0,-1,0,-0,0,0,-0,0,-1,-0,-0,2,1,1,2,0,0,2,1,1,-8,1,2,2,-0,1,1,0,0,-0,2,1,-12,0,1,1,0,1,-0,0,0,0,1,0,-7,0
220318,,0,-0,3,-1,-0,0,-3,1,1,0,0,-2,0,-0,0,-1,1,0,0,0,0,1,0,-2,0,0,1,2,1,0,1,1,0,0,1,-8,0,0,1,1,1,-0,1,0,1,1,0,-5,1,0,0,0,1,0,0,-0,0,0,0,-3,0
220319,,1,0,2,-1,1,0,-0,0,-0,2,0,-4,-0,0,-0,-1,1,0,0,0,1,0,1,-2,0,1,1,1,1,1,1,0,1,1,1,-9,0,1,1,0,0,0,0,1,0,1,0,-4,0,0,1,0,0,-0,0,1,0,-0,0,-3,0
220320,,2,0,1,-0,3,-1,-2,-0,1,0,0,-3,1,-0,-2,-1,0,-0,0,0,0,0,2,-1,3,-0,1,1,1,1,0,1,2,2,-0,-9,0,1,0,0,3,1,2,0,0,0,0,-8,0,0,0,0,-0,0,1,1,0,0,0,-2,0
220323,,0,0,2,-0,0,0,-0,1,1,0,0,-4,1,0,0,-1,1,0,0,1,1,0,1,-3,1,1,3,1,2,1,1,0,1,1,0,-11,1,0,1,1,1,1,1,-0,1,0,1,-7,2,0,1,1,1,0,0,0,1,-0,0,-7,3
220324,,0,0,-0,0,0,1,1,-2,1,-0,1,-2,0,0,0,1,0,1,-0,0,0,0,0,-3,0,0,0,0,0,0,1,0,0,1,1,-3,0,0,1,0,1,0,0,0,0,2,1,-4,0,0,0,0,0,0,1,1,0,0,0,-3,0
220326,,-0,0,1,2,1,1,-3,0,0,2,1,-4,1,0,-0,-0,0,-0,1,0,1,0,0,-3,0,1,2,3,1,1,1,0,2,1,1,-13,1,1,1,1,1,-0,2,0,0,1,-0,-6,-0,0,1,1,1,-0,-0,0,0,0,-0,-2,0
220327,,-0,0,0,-1,2,2,-1,0,-0,-1,-0,-0,0,-1,0,0,0,1,-0,0,-0,0,0,0,0,1,1,1,3,0,1,0,3,1,0,-7,1,0,1,0,0,1,-0,0,0,0,0,-3,0,0,1,0,0,1,0,0,-0,0,1,-2,0
220328,,0,0,5,1,-1,-2,-5,4,0,0,0,-3,1,-0,0,0,1,0,1,0,1,0,1,-4,1,0,3,2,1,1,3,2,1,0,2,-13,1,1,1,0,1,2,0,0,0,1,0,-8,0,0,1,1,0,0,0,0,0,0,-0,-3,1
220329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,1,0,0,0,0,0,-4,0
310102,,0,0,-0,0,0,3,-2,0,-0,-0,-0,-0,0,0,0,1,0,0,0,0,2,-1,-0,-3,0,2,1,0,-0,1,0,-1,1,2,0,-8,5,1,1,0,0,-0,1,-0,1,1,0,-10,1,0,1,0,0,0,0,-0,-0,0,0,-11,11
310109,,0,0,-0,0,0,2,-0,0,0,-0,1,-3,0,0,0,1,0,-0,0,0,1,1,0,-4,0,1,1,0,0,-0,0,0,0,1,1,-7,3,1,1,0,0,0,1,-0,1,0,0,-8,1,0,1,0,0,0,0,-1,0,0,-0,-2,0
310110,,0,-1,-0,0,0,1,-0,0,-0,-0,-1,1,0,0,0,1,0,0,0,0,1,0,0,-4,0,1,2,0,-0,0,1,0,0,1,1,-7,2,1,1,1,0,0,1,-0,1,0,0,-7,1,0,1,0,0,0,0,0,0,0,0,-4,0
310111,,-0,1,-0,0,0,2,1,0,-0,-0,1,-3,0,0,0,2,-0,-0,0,0,1,-1,1,-4,0,2,2,0,0,-0,1,0,0,1,1,-8,2,1,1,0,-0,-0,1,1,1,0,0,-6,1,0,1,0,0,0,0,0,0,0,0,-4,1
310114,,0,0,-0,0,0,2,0,-0,0,-0,-0,-2,0,0,0,1,-1,-0,0,-0,2,0,0,-4,0,1,2,-0,0,0,0,0,0,1,1,-8,4,1,1,1,0,0,0,0,0,0,0,-8,2,0,1,-0,-0,0,0,-0,-1,0,0,-1,1
310301,,0,1,-0,0,0,2,-0,-2,-0,-0,-0,0,0,0,0,-1,1,3,1,0,1,-16,-0,12,1,9,2,0,0,0,0,-5,0,8,1,-20,8,1,1,1,0,0,1,1,1,0,0,-13,1,0,1,0,0,0,0,0,-0,0,0,-3,0
310302,,0,0,-0,0,0,2,-0,-3,-0,-0,-2,3,0,0,0,1,0,3,1,1,1,1,1,-9,1,1,2,0,0,0,1,0,1,1,1,-8,2,1,1,1,0,0,1,1,1,1,0,-8,1,0,1,0,0,0,0,0,0,0,0,-3,0
310306,,0,0,-0,0,0,2,-13,14,1,-0,0,-2,0,0,0,1,1,0,-0,0,-2,0,1,-2,0,0,1,0,0,-0,0,0,0,0,0,-3,2,0,0,0,-0,0,1,0,0,-0,0,-5,-2,0,1,0,0,0,-0,-0,1,0,0,-0,0
310307,,0,0,-0,0,0,2,-1,-4,-1,-0,-4,7,0,0,0,1,0,5,1,1,2,-0,1,-11,0,1,2,0,0,0,1,0,1,1,1,-9,2,1,1,0,0,0,1,1,1,1,0,-7,1,0,1,1,0,0,0,1,0,0,0,-4,1
310310,,0,0,-0,0,0,2,-0,0,1,-0,1,-3,0,0,0,2,-1,0,0,1,1,-10,-0,5,-0,4,1,0,1,1,2,0,1,2,0,-10,2,0,1,2,1,0,2,1,0,0,0,-8,1,0,1,0,1,0,0,0,0,0,-0,-5,2
310315,,-0,0,-0,0,0,1,-0,1,0,-0,7,-8,0,0,0,2,0,0,0,0,0,0,0,-4,0,0,1,1,1,0,0,1,0,0,1,-6,1,0,1,1,1,0,1,1,1,0,1,-6,0,1,1,0,0,0,0,0,1,0,0,-4,0
310316,,0,0,-0,0,0,2,0,-4,0,-0,-4,6,0,0,0,1,1,3,1,1,2,-7,-0,-3,0,10,2,-0,1,0,1,0,1,1,1,-21,8,1,1,0,0,0,1,1,1,0,0,-12,1,-0,1,0,0,-0,0,0,0,0,0,-2,1
410107,,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,2,0,0,-2,0,0,0,0,0,0,0,0,4,0,0,-4,0,0,0,0,0,0,0,0,8,0,0,-8,0,0,0,0,0,0,0,0,5,0,0,-5,0
410401,,0,0,-5,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,3,0,0,0,0,0,0,0,0,-3,0,0,8,0,0,0,0,0,0,0,0,-8,0,0,9,0,0,0,0,0,0,0,0,-8,0
410402,,0,0,-2,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,-2,0,0,4,0,0,0,0,0,0,0,0,-4,0,0,9,0,0,0,0,0,0,0,0,-9,0,0,7,0,0,0,0,0,0,0,0,-6,0
410403,,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,2,0,0,0,0,0,0,0,0,-2,0,0,4,0,0,0,0,0,0,0,0,-4,0,0,5,0,0,0,0,0,0,0,0,-5,0,0,9,0,0,0,0,0,0,0,0,-8,0
410405,,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,2,0,0,0,0,0,0,0,0,-2,0,0,4,0,0,0,0,0,0,0,0,-4,0,0,5,0,0,0,0,0,0,0,0,-5,0,0,9,0,0,0,0,0,0,0,0,-8,0
410508,,0,0,-0,1,-0,0,0,-0,-0,-0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,-1,-0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
410509,,0,0,-0,0,0,-0,0,0,-0,-0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-0,-0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-0,0
410517,,-0,0,-0,0,0,0,-0,0,-0,-0,0,1,0,0,0,0,0,0,0,1,0,0,0,-2,0,0,0,0,1,0,0,0,0,0,0,-2,0,-0,0,0,0,0,0,0,1,-0,0,-1,0,-0,0,0,0,0,0,0,0,0,0,-0,0
410518,,0,0,-0,1,-0,-0,1,-0,0,-0,-0,-1,0,0,0,0,0,0,1,0,0,0,0,-2,1,0,1,0,0,0,0,1,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0
410602,,0,-0,1,1,-0,-0,-1,1,-0,0,-0,0,0,0,1,1,-1,-0,0,4,-0,2,1,-7,1,1,1,1,-0,1,0,2,1,1,1,-10,1,-1,3,0,1,0,1,-0,0,0,-0,-3,0,-1,-0,0,-0,1,1,0,0,0,0,-2,-1
410607,,0,0,-0,-1,-0,0,1,-0,1,-0,0,-2,1,0,0,1,2,-3,-0,0,0,1,1,-4,1,1,1,-0,5,0,5,2,0,-2,3,-13,3,0,-0,3,-4,-0,2,-1,1,-1,-0,-3,0,0,-1,-0,-0,1,-1,-0,-0,-0,0,0,-4
410611,,0,0,1,-1,2,-0,-0,1,-0,-0,-1,0,-0,-0,0,0,0,-0,3,-3,0,-4,1,2,3,1,0,-2,-3,-2,0,2,5,2,0,-7,0,1,-1,2,-1,-0,1,0,-0,3,0,-5,0,1,0,0,-1,-0,-0,-1,0,0,0,-1,0
410614,,1,-0,1,2,0,-1,-1,-6,-0,1,-1,2,-2,-0,2,2,1,1,1,-2,1,-1,2,-4,3,1,0,0,-1,-0,-0,4,1,0,1,-9,3,-1,1,0,0,1,1,-1,3,0,0,-9,3,0,-0,-0,-0,-1,2,1,0,-1,1,-5,1
410621,,-1,1,-0,-0,1,0,0,-0,0,-0,-0,-2,0,0,-1,-0,3,0,1,-1,1,1,-2,-4,3,3,1,0,1,1,1,1,1,-0,1,-12,1,2,0,-1,1,0,0,0,-2,2,0,-4,0,0,-1,-1,2,0,0,0,0,0,-0,-1,-2
410625,,-1,1,-1,-0,-3,4,-1,1,-1,2,-0,1,1,0,0,1,1,1,1,-0,3,1,-1,-6,2,2,0,0,1,-1,1,2,-1,1,-0,-7,-0,2,-0,0,-0,0,0,-1,1,-1,-1,-1,0,1,-0,-2,2,2,1,-0,0,0,-0,-2,0
410631,,0,0,-4,5,-4,-0,2,1,-1,2,1,-5,-1,0,0,-0,-0,0,-1,2,1,1,1,-2,-0,-1,3,1,-2,2,2,3,-0,-0,2,-12,-0,-0,-0,0,0,-1,0,2,-1,0,1,-1,-0,-1,2,-2,1,-1,-1,-0,-0,0,-1,5,-0
410632,,0,1,-0,-1,-1,-0,2,1,-0,-0,1,-2,0,0,0,-0,1,1,0,0,-0,1,1,-3,-0,-0,0,0,-2,-1,-0,-0,0,-1,0,3,0,-0,0,1,-1,1,-0,-0,-0,-0,-0,0,0,0,0,0,-0,0,-0,1,1,1,2,-5,0
410633,,0,0,-0,3,-3,-0,-1,-1,3,-1,2,-1,4,0,4,6,7,9,8,4,8,3,-0,-39,-2,2,1,0,0,1,-1,0,-3,0,1,-1,-0,0,-1,0,-2,-0,-2,-1,-4,-1,0,11,0,-2,2,-2,0,0,-0,-1,0,-2,0,4,1
410637,,-1,2,0,0,-2,-2,3,0,-4,0,2,1,2,1,-0,-0,1,-0,1,1,0,0,3,-9,4,2,2,4,1,0,7,10,5,3,-0,-32,-1,1,1,-1,1,0,0,1,-1,1,-2,0,-0,1,2,-6,-2,-1,-1,-1,-2,-1,4,4,1
410638,,0,0,0,-1,2,-0,-1,0,-0,-0,0,-0,0,1,0,1,3,0,1,0,1,1,-0,-8,2,1,0,4,0,1,0,5,0,1,1,-14,0,0,1,-1,-1,1,1,-0,0,0,-1,1,0,0,-0,1,-0,-0,1,0,-0,1,-0,-2,0
410639,,2,-0,-1,1,2,-3,-0,2,-2,1,1,-4,-2,3,-4,4,1,-0,-2,3,1,-2,3,-3,1,4,-1,3,1,2,-3,3,-0,2,3,-12,-4,5,-3,5,-4,5,-3,4,-4,3,1,-6,-2,3,-2,-2,3,1,-2,2,-2,2,2,-3,-5
410640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
420103,,1,-0,-0,-0,-0,1,-2,2,0,0,-0,-1,0,0,1,0,1,-0,-1,1,1,0,2,-4,2,4,2,3,5,4,2,2,5,-0,-0,-23,1,-2,-0,-0,-0,-0,0,-0,-2,-1,0,2,0,0,1,-0,-0,-0,-0,0,-0,-1,-0,1,0
420201,,0,0,0,0,0,-0,0,0,-3,0,0,3,0,0,9,0,0,0,0,0,9,0,0,-15,0,0,41,0,0,0,0,0,17,-0,0,-39,0,0,-1,0,0,-9,0,0,-7,0,0,24,0,0,-10,0,0,-7,0,0,8,0,0,12,0
420202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0
420301,,0,0,-4,0,0,0,0,0,-13,0,0,19,0,0,9,0,0,0,0,0,18,0,0,-22,0,0,69,0,0,0,0,0,38,0,0,-57,0,0,-1,0,0,-26,0,0,-7,0,0,57,0,0,-16,0,0,-8,0,0,12,0,0,17,0
420302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
420404,,0,0,-0,1,0,-0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,-5,0,0,1,0,0,6,0,0,5,0,0,-11,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,-4,0
420405,,-11,-18,-22,-6,17,1,-0,-4,4,-5,18,54,8,3,-4,5,3,0,-1,5,19,4,-3,-27,12,44,-4,9,6,-6,-14,14,-0,-4,-9,-30,-5,-7,-10,-9,-5,7,18,8,2,-6,-5,14,5,-6,1,-6,-5,6,-7,-4,3,-3,2,26,-0
430101,,2,1,-1,-0,3,0,1,-1,-1,1,5,-13,5,2,-2,3,2,-3,2,6,-4,4,4,-22,2,5,-1,1,3,-4,2,3,-0,4,4,-21,1,5,-3,-0,1,-4,2,2,-3,3,-0,-7,0,3,-2,1,1,-2,1,-2,2,0,3,-10,2
430104,,2,-2,2,-1,0,0,-0,1,-1,1,1,-7,0,3,-1,1,2,-2,1,4,-2,2,2,-12,2,4,-1,1,3,-3,1,3,-3,1,6,-15,1,2,-1,1,2,-4,0,5,-3,1,3,-12,3,0,-1,3,-1,-3,3,-0,-0,1,1,-9,2
430119,,1,1,1,-1,-1,-0,0,-0,1,1,1,-3,-0,1,0,2,1,1,1,-1,4,0,1,-6,3,0,1,-0,2,1,1,1,3,-0,2,-6,-1,-0,1,-1,-1,1,-1,-1,-1,-1,0,5,-0,-2,2,1,-0,0,1,4,-0,-5,6,-6,-1
430120,,3,1,-2,-7,10,-2,2,3,-2,-0,3,-9,0,2,1,0,2,-2,2,6,-3,2,3,-14,3,3,-2,1,6,-1,2,2,-2,1,3,-18,2,3,-2,-0,1,-3,1,3,-3,1,4,-13,2,1,-2,-0,2,-6,3,1,-0,0,2,-10,6
430127,,1,1,-3,-0,5,0,1,-1,-2,1,3,-6,4,1,-2,3,3,-3,2,3,-3,3,3,-17,2,4,-0,2,2,-3,1,3,-0,2,2,-15,1,2,-1,-1,2,-4,2,2,-4,2,0,-6,-0,3,-2,1,1,-3,2,1,-1,-1,2,-5,1
430132,,5,1,-5,5,-0,-1,1,2,-1,-2,5,-15,6,-0,2,2,1,-3,0,7,-1,-0,2,-17,3,2,-0,3,2,-4,3,3,-1,1,3,-17,3,2,-1,2,1,-4,3,-1,-2,1,3,-11,4,1,-2,0,3,-6,4,2,-1,0,2,-16,1
430133,,2,1,-2,-1,1,-3,3,1,-1,-2,5,-8,0,2,-0,1,3,-1,1,6,-2,1,3,-16,5,3,-3,1,2,-2,2,3,-1,1,2,-15,2,2,-2,1,1,-3,1,1,-4,2,-0,-6,1,2,-2,1,1,-2,3,2,-2,1,1,-10,3
430134,,2,-1,-2,-0,-1,1,0,2,-0,2,1,-7,2,0,-1,2,-0,1,0,2,0,-0,3,-8,7,2,-1,-0,0,-2,1,1,0,-1,5,-13,1,0,1,-3,1,-3,4,1,-2,2,1,-5,-0,1,-0,-1,1,-2,-1,-0,1,-1,-1,1,1
430136,,4,0,0,4,-3,5,-16,2,-1,1,4,-2,3,1,-1,4,-3,-4,1,5,-1,1,4,-12,3,4,19,-2,-3,-7,-3,3,-1,1,3,-16,2,3,13,-2,-4,-10,3,2,-2,1,2,-11,2,2,-13,-1,-1,-9,9,2,-1,0,3,2,2
430137,,5,-1,2,1,-0,-5,0,5,-3,0,6,-16,3,0,-0,3,4,-4,3,7,-3,1,10,-26,1,6,-2,1,4,-4,1,3,-3,1,4,-16,2,3,-2,2,2,-6,-1,2,-1,2,4,-16,2,3,-5,2,4,-6,2,4,-3,1,3,-13,3
430138,,4,0,-2,6,-3,-2,-1,2,-0,0,2,-7,2,3,-2,1,1,-1,1,2,-4,4,1,-5,1,2,-1,2,-1,-2,2,3,-0,3,0,-11,1,1,0,0,2,-3,-1,2,-4,3,1,-5,-0,2,-2,-1,1,-6,5,3,-2,-1,2,-12,11
430139,,0,1,-1,1,-1,-0,2,-2,0,2,1,-4,-1,-1,1,1,2,-2,3,-3,6,0,1,1,3,1,-0,1,4,1,2,1,1,-0,2,-6,-0,-1,1,-1,-1,1,-1,-1,0,-0,-1,4,1,0,-1,2,0,-1,2,1,-1,-0,1,-4,0
430141,,3,2,-1,3,4,-2,2,1,-0,-1,2,-14,1,1,-0,2,3,-1,0,0,1,2,4,-15,3,4,-1,-0,4,-2,2,1,1,0,1,-13,1,2,-1,3,-1,-2,-1,3,-2,1,1,-11,-2,2,2,-0,1,-4,1,2,-1,1,1,-7,3
430142,,-1,2,7,-2,-2,-1,0,2,-3,-1,1,-6,1,-1,1,-1,1,-2,1,7,2,-0,3,-6,-0,-0,-0,4,0,-3,3,-1,0,-1,0,-3,-0,0,1,3,-2,-3,2,-2,-2,-4,1,5,3,-3,3,0,-2,-2,4,-2,-1,-2,4,-7,2
430143,,5,0,-3,4,4,-6,1,1,-3,2,5,-13,2,2,-0,-0,2,-1,1,4,-1,2,4,-16,3,3,-1,1,3,-3,3,2,-0,1,3,-19,3,3,-2,0,1,-3,1,2,-1,0,1,-10,2,2,-3,1,0,-5,2,2,-1,0,3,-9,3
430144,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,-5,3,3,-0,1,3,-15,3,3,-3,1,-0,-3,1,2,-2,0,2,-9,3,2,-2,1,1,-2,0,1,1,1,2,-13,2
430211,,5,-1,-1,5,-3,1,-1,1,-1,2,-3,-5,4,-1,-0,0,-2,3,2,2,2,-1,1,-10,2,-0,-2,3,2,-1,-0,1,2,2,1,-12,4,1,-0,-0,-1,-0,1,-1,-0,0,-0,-7,2,1,-2,-0,-1,1,1,-0,2,-1,1,-6,3
430216,,2,-1,-4,7,-2,-1,2,-2,-0,1,-2,-2,3,0,0,1,-0,-3,2,1,2,0,0,-9,6,0,1,1,-1,-0,1,1,2,1,1,-15,3,-1,1,-1,-0,0,-0,1,3,0,0,-9,3,-1,0,1,-3,1,0,0,2,1,1,-7,1
430224,,3,-0,-8,4,1,1,4,-4,-0,4,-3,1,2,-1,-0,-1,2,-2,2,0,1,1,-0,-8,5,2,-1,0,0,1,2,-2,1,3,-0,-12,3,-2,1,1,-1,2,0,0,-1,1,-1,-4,2,0,-1,1,-3,2,1,-3,2,1,1,-4,3
430228,,5,-2,-12,3,3,4,3,-1,1,-1,0,-8,4,1,-1,1,1,-3,2,-1,3,-1,1,-10,5,3,-1,0,0,2,3,0,1,2,1,-18,4,1,1,-2,-2,2,0,-1,2,3,-2,-8,6,-1,-0,1,-2,-3,3,-1,1,2,-1,-9,6
430229,,2,-0,0,-1,3,1,-3,3,-3,-1,3,-4,-1,2,1,-1,2,-2,-3,3,1,1,0,-3,1,0,-1,-1,0,0,-0,1,-0,1,-2,3,-0,0,1,-0,1,-0,-0,-2,-5,7,1,-2,1,-1,-1,-0,-1,0,0,-1,3,-1,1,-2,1
430233,,-0,1,4,0,-3,0,-1,3,-1,3,1,-6,4,0,-3,5,2,2,-2,3,-3,2,1,-9,2,-5,4,-2,5,-3,3,-1,-1,3,2,-4,2,-3,-2,3,1,-4,1,2,-2,2,2,-7,4,1,-3,3,-0,-1,-1,-2,1,-0,0,-4,0
430234,,-2,1,-1,2,2,-4,2,-1,0,0,3,-1,1,2,-2,1,2,-2,2,1,-3,1,2,-5,2,3,-0,-1,4,-3,2,1,-2,3,-1,-5,1,-1,-2,4,-1,-1,1,2,-2,1,-1,-3,1,2,-1,-1,1,1,0,0,-0,0,0,-3,0
430235,,1,0,-1,2,-0,-1,-1,2,-1,-1,2,-4,1,-0,1,-1,1,-1,1,1,-0,0,1,-5,2,1,-3,2,-1,-1,2,2,1,0,4,-10,1,1,-3,3,2,1,-2,4,-2,-1,4,-14,6,-1,-3,-2,1,-2,2,-0,-2,1,-1,1,2
430236,,3,1,-2,0,-4,-1,4,5,-1,-0,-2,-3,1,-1,0,1,1,-3,2,2,1,-3,-1,3,4,7,-11,6,-2,-7,5,-6,12,1,-0,-14,9,1,1,1,-2,-3,5,1,6,-3,4,-20,2,-2,-0,1,2,-2,1,1,2,-2,3,-10,7
430237,,,,,,,,,,,,,,7,4,-4,1,5,2,-0,0,1,4,1,-21,8,2,-5,7,-2,3,-1,-1,4,-1,6,-19,-1,3,0,-2,2,0,-3,-0,1,-3,1,1,1,1,-2,1,-0,1,-1,2,-1,-1,0,-1,-1
430238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
