ITEM_ID,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01,2023-07-01,2023-08-01,2023-09-01,2023-10-01,2023-11-01,2023-12-01,2024-01-01,2024-02-01,2024-03-01,2024-04-01,2024-05-01,2024-06-01,2024-07-01,2024-08-01,2024-09-01,2024-10-01,2024-11-01,2024-12-01,2025-01-01
430617,101.1272,99.4849,99.3809,111.7777,112.2688,102.9662,102.8221,100.2957,99.9753,102.9542,102.6107,103.159,100.955903,98.6494,99.4179,97.8976,99.7204,97.7178,96.3898,99.3374,96.815,98.4345,98.8772,99.1994,100.6142174,100.2576,101.0475,101.2411,102.3089,102.2492,101.4532,105.2283,103.3837,103.5024,104.2196,103.9464,99.46260765,100.4106,101.9526,101.3744,101.126,100.2633,101.6746,102.47,102.8946,103.4007,102.7594,103.5708,95.57124209,98.2567,99.5831,105.2692,87.2973,109.9348,120.4217,120.8261,119.9205,120.554,119.2998,120.6945,88.93313283
430621,105.362,100.5576,100.8927,100.4764,100.8901,100.6316,100.8415,100.9897,102.0893,102.5578,102.3623,103.1761,101.0475294,100.5507,100.4741,101.1362,101.2652,101.4776,101.767,102.4563,102.4389,103.3214,104.4535,105.133,100.6071357,100.4157,101.5091,102.401,103.3186,104.4185,106.4064,107.2344,108.0418,109.1183,110.2312,111.1104,100.4581029,101.2909,102.137,103.0632,105.0662,106.9373,108.1547,109.6734,111.4231,112.5076,113.4933,114.1442,100.1237908,100.3718,100.7157,101.5972,102.3087,103.321,104.245,104.6357,105.807,107.1732,108.3653,108.4702,100.380381
430622,104.5624,100.5318,100.8591,100.9888,101.3278,101.2654,101.4587,101.5831,101.9041,102.0939,102.2973,102.3589,100.2366184,100.041,100.3413,100.71,101.4897,101.9705,102.1528,102.2863,102.5837,102.4714,102.301,102.4537,100.2542612,101.0768,102.4028,103.9753,105.3365,105.842,107.057,107.5856,109.3318,110.5617,111.3628,112.3329,100.2086655,101.2207,102.3713,103.3422,104.4866,105.2173,105.8089,106.0928,106.6587,107.1525,107.7077,108.2612,100.6308816,100.554,101.5948,102.3324,102.8572,103.6695,103.9359,104.3975,105.1187,105.6333,106.1692,106.2225,100.320836
430623,100.5598,100,100,95.7212,98.4722,100.0269,100.1443,100.6622,100.8573,100.7205,103.1918,104.3362,96.76881083,100,100.9246,100.4243,97.7267,98.1198,98.4079,98.3784,98.4545,98.5253,99.1424,99.1328,99.66640708,100.1597,99.724,100.2569,100.4107,100.4201,100.4201,100.4145,100.4536,100.4437,100.5137,100.6552,100.0620932,99.5715,99.5164,107.3745,107.9055,107.8524,108.0642,107.99,108.3333,108.3791,108.3397,108.5383,100.3301139,99.8756,101.7078,96.7863,96.4587,96.2441,96.2215,96.0384,96.0629,104.0268,104.169,104.2818,100.6726965
430624,100.2713,100.6865,101.5214,102.7151,102.5322,99.7001,101.1674,100.0077,99.5283,100.0157,100.985,100.3037,100.8339672,99.0042,101.1026,101.4571,103.6165,103.7347,104.3668,107.1491,103.6912,106.32,106.7955,110.0186,98.70231034,102.9544,102.8361,100.8814,103.5629,102.8916,110.3366,112.9567,111.8011,111.9962,115.2302,113.1364,100.7769383,104.2455,108.8907,107.3252,108.2615,107.6809,108.4758,109.3505,106.2148,107.244,103.6642,106.4734,99.74209521,100.6583,99.0177,98.106,98.3057,99.2446,99.5812,100.5898,96.5912,95.3753,100.0774,98.2174,102.7716067
430626,101.8376,99.299,100.1208,101.3793,99.8703,95.8075,92.1862,95.0034,95.3133,94.0893,92.9536,91.7072,100.7298227,99.6674,100.0661,99.6859,103.2215,101.2551,100.229,99.0045,98.8272,99.5086,101.7213,100.16,99.26078275,99.592,100.3716,100.4902,101.2021,101.6119,103.9342,109.0616,114.1805,113.9253,114.5291,118.2054,100.997501,98.9597,99.1012,98.5379,100.7806,98.721,100.5774,98.9792,99.6852,100.4902,101.2182,100.8724,96.32862904,101.3205,102.1232,98.2577,97.5504,98.1889,97.8114,95.2427,95.959,95.5237,94.1484,95.0866,100.3163432
430627,,,,,,,,,,,,,,,,,,,,,,,,,,98.1574,96.8969,100.158,98.1458,102.7034,99.1234,97.9304,100.0604,101.8823,101.5018,102.0294,101.1733873,100.1282,98.2872,100.5895,99.6584,98.4902,97.7087,97.8509,98.9009,97.2686,97.3633,100.0069,97.65926151,102.2168,102.7721,94.9288,97.2055,102.4902,102.6306,103.4363,101.0086,101.2616,97.357,103.7269,98.2348841
430628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.1417,96.0436,94.1937,94.1209,94.1014,94.1011,95.5013,94.8516,94.0799,95.345,96.8419,100.4951369
440101,103.7276,100.1273,100.3348,100.4994,100.8485,100.8697,100.9462,101.0212,101.468,101.4019,101.9235,101.8153,99.39380427,100.2274,100.3546,100.4727,100.7736,100.9165,101.0995,101.3743,101.6194,101.8596,102.4644,102.6762,100.1236898,100.8633,101.2422,102.1363,102.5514,102.9632,103.4911,103.7502,104.6327,104.8519,104.9245,105.5215,100.1450889,100.1158,99.9989,100.8211,101.5383,101.7595,102.2831,102.8766,103.3272,103.468,103.8062,103.9654,100.3279937,100.6099,101.0127,101.754,101.7033,102.3666,102.5757,103.1201,103.7569,104.2589,104.4686,104.7282,100.1934531
440104,102.3948,100.0942,100.1584,100.8587,98.7315,99.9249,100.7428,100.3118,100.6957,100.8214,100.7683,101.0844,99.97615854,100.059,100.4288,100.7857,101.0996,101.4213,101.9933,102.1471,102.7935,102.8997,103.6997,104.3953,100.5915975,100.7319,101.4691,103.1176,104.0328,104.9211,105.3623,105.468,106.3123,107.1583,108.2111,108.9667,100.4639032,100.9752,102.4054,103.1776,103.5361,103.9731,104.4097,105.046,105.2404,105.5939,105.8121,105.9495,100.4451177,100.51,100.9112,101.7886,102.4629,103.5844,103.9658,104.1139,104.448,104.763,105.1903,105.3369,100.3278054
440105,103.4624,100.2171,100.3062,100.4681,100.5226,100.5943,100.8504,101.2258,101.7993,102.5549,102.8362,103.3056,99.8351493,100.0616,100.372,100.8721,102.0623,102.2761,102.5909,103.2208,103.976,104.6849,105.1473,105.5104,100.589231,100.7585,101.0954,101.7655,103.3686,104.4544,105.5046,106.4649,107.3994,108.3733,108.7289,109.1563,100.2745604,100.7499,101.1653,101.7044,102.2707,102.8672,103.2639,103.6448,104.1195,104.6092,104.8414,105.4796,100.7007042,100.7464,101.379,101.573,101.8559,101.9908,102.4831,103.0396,103.3969,103.6453,103.9593,104.0918,100.3958045
440112,100,100,100,100,100,100,103.2344,103.2344,103.2344,104.1172,104.1172,104.1172,101.0674509,100,100,100,100,100,100.7498,100.7498,100.7498,100.8409,100.8409,100.8409,109.4210782,100,100,100,100,100,100.6404,100.6404,100.6404,100.6683,100.6683,100.6683,100,100,100,100,100,100,100.2129,100.2129,100.2129,100.204,100.204,100.204,100,100,100,100,100,100,100.7611,100.7611,100.7611,100.7611,100.7611,100.7611,100
440113,103.4252,100.3892,100.8766,101.2608,101.262,101.5751,101.8225,102.6612,102.9652,103.0006,102.9763,103.6148,100.3824743,100.5175,100.4271,100.8185,101.4457,101.9289,101.729,101.6127,101.304,101.49,101.8613,102.1039,101.5973925,100.4435,101.1242,101.5892,102.1751,102.6078,103.16,103.8316,104.0647,104.1226,104.3697,104.4444,100.5157768,100.2229,100.2101,100.8278,100.6191,100.7301,101.0485,101.6156,102.0209,102.3541,102.7825,103.0398,100.4569108,100.2887,100.8446,101.22,101.5917,101.4544,101.6629,102.4608,103.0549,103.6629,104.4632,105.248,100.7245743
440116,101.3668,99.9808,99.9164,99.5041,99.9175,100.4913,100.4913,100.8064,101.151,101.5962,101.681,101.8986,100.4412229,100.2845,100.2845,100.9668,101.1925,101.6629,101.7977,102.1928,102.2691,102.0826,102.4393,102.5248,100.0466229,100.3534,101.0219,101.4637,102.0434,102.4626,102.2427,103.045,103.4977,103.7645,103.8453,104.167,100.2202233,100.4023,100.7956,100.9462,101.3752,102.1551,102.3419,102.6517,103.2571,103.6945,104.1445,103.9558,100.4889578,100.6636,100.6636,100.6803,100.4051,100.4607,100.7261,101.0796,101.1487,101.3076,101.1846,101.6197,100.116316
440118,100.5617,100.2501,100.4088,100.4495,100.4502,100.1782,100.2269,100.4465,100.1882,100.8603,100.4502,100.4509,100.0238923,100.3848,100.0188,100.1027,100.0313,100.2723,100.4612,100.4612,100.4612,100.7448,100.8726,100.9828,100.1593341,100.1747,100.5,100.5565,100.2969,100.6238,100.7548,100.7558,100.9807,101.3024,101.4268,101.4949,100.1867089,100,100.2286,100.2702,100.3587,100.4729,100.6255,101.0122,102.8883,108.9399,109.5657,109.7719,100.0460956,100,100.2725,100.2224,100.2224,100.3266,100.097,100.1021,100.1023,87.4262,87.6714,87.5754,100.0498999
440120,101.847,100.2345,100.3906,99.9764,100.4183,100.1157,100.3131,100.4095,100.7246,100.9084,100.9885,101.3096,100.1739223,100.118,100.6033,100.8908,100.9145,101.1226,101.1643,101.2666,101.4686,102.2828,102.7894,103.037,100.0034939,100.0559,100.2288,101.0557,101.935,101.9867,102.517,102.6773,102.9055,103.1183,103.4179,103.5481,100.0015452,100.1274,100.4181,100.6527,101.257,101.3361,101.9173,102.0844,102.0639,102.1481,102.3755,102.5954,99.96900446,99.9319,100.5529,101.0437,101.4352,102.0349,102.0701,102.2884,102.3769,102.4851,102.7871,103.0993,100.3089255
440121,102.1444,100.0999,100.1914,99.778,99.8022,99.8914,99.9592,99.6739,100.0526,100.0438,99.8532,100.017,99.83512803,100.0616,100.372,100.8721,101.4351,101.8982,101.829,102.0737,103.5553,103.5619,103.6183,103.8798,100.5017337,100.1927,100.5473,100.8576,102.3244,103.0294,104.1249,105.1027,104.982,105.469,105.7711,106.7304,100.3670932,100.5014,100.9565,101.1082,101.3106,102.0323,102.3228,102.9586,103.0463,103.2098,103.5529,103.6687,99.8937963,100.3816,101.3554,102.2659,103.4175,103.5074,103.9347,104.743,104.9109,105.0142,105.1542,105.0067,100.1817979
440122,100.0702,100,100,103.1857,103.1857,103.1857,97.665,97.665,97.665,95.5366,95.5366,95.5366,99.84906308,100,100,99.8628,99.8628,99.8628,92.6159,92.6159,92.6159,96.5016,96.5016,96.5016,93.60248949,100,100,101.3371,101.3371,101.3371,104.0513,104.0513,104.0513,104.0781,104.0781,104.0781,99.3575978,100,100,100.5966,100.5966,100.5966,98.0099,98.0099,98.0099,97.997,97.997,97.997,106.3349898,100,100,101.2488,101.2488,101.2488,101.8731,101.8731,101.8731,101.3813,101.3813,101.3813,100.654164
440123,101.7122,100.1313,100.1889,99.7755,99.7997,100.4828,100.7468,101.309,101.2162,101.7853,102.0357,103.8435,99.80451352,100.6829,101.0329,101.285,101.7447,101.7337,102.0038,102.1383,103.4675,103.8131,104.3536,104.2631,100.3222617,100.5272,100.7008,101.4974,102.6944,103.2932,103.4786,104.8453,106.0523,107.3031,107.6419,108.4684,101.3084917,100.3182,100.3899,101.1155,102.2215,103.0286,104.0432,104.2554,104.6116,105.3055,106.0067,106.2047,100.1070574,100.7649,101.2435,101.0586,101.5269,102.3392,102.4409,102.4409,102.7623,102.9584,103.6593,104.2425,100.7310838
440126,102.5336,100.6142,100.6142,100.1991,100.2234,100.3129,100.3811,100.9934,101.4245,101.4209,101.0861,101.081,100.1174306,100.1699,100.1699,100.1621,100.1645,100.1782,100.1782,100.1853,100.2613,100.2679,100.3137,100.1753,100.0052907,100.7268,100.7268,101.4195,101.4195,101.4195,102.136,102.136,102.7971,105.2466,105.4854,105.4854,100.1223866,101.3875,101.6273,102.4936,102.4981,103.2948,103.538,104.4676,104.4676,104.5683,105.2567,106.0921,100,101.3704,101.3704,101.9157,102.2493,102.9979,103.0082,103.2078,103.2271,103.7972,104.203,104.7564,100.0274924
440127,103.3232,101.0221,101.6485,101.7184,101.5425,101.3248,102.0381,102.5285,102.894,104.6944,105.2459,106.4095,100.4027836,100.0322,100.2602,101.3458,102.8915,104.2471,106.0106,106.6856,106.8384,108.5172,109.0143,110.0918,99.19394542,100.7831,101.1817,101.0805,101.7699,102.8388,103.6377,104.3308,105.501,106.5215,106.0013,105.3213,99.44977891,99.7029,99.272,98.8439,99.1501,100.8448,99.3446,99.2912,99.6669,99.4881,99.2758,98.3664,100.4445624,100.5642,101.3265,102.1953,102.1362,102.8325,102.859,103.1001,103.7881,104.64,104.817,105.7599,99.40251456
440128,104.5286,100.0327,100.0298,100.1527,100.9186,101.5658,101.5658,100.3897,100.5137,101.0286,101.8231,102.1477,99.93294024,100.6308,100.7283,101.8052,102.0203,103.9307,104.2713,104.9794,105.0088,105.261,105.377,105.4769,100.0608664,100.2498,100.5372,101.5777,102.3295,103.9817,104.5878,105.2441,105.371,106.1645,106.547,106.875,100.1820819,100.6638,101.1208,102.9235,104.234,105.3272,105.9474,106.3363,106.298,107.1234,107.2612,107.7206,100.240344,100.3091,100.5359,101.482,102.2839,104.6675,105.2886,106,106.5621,107.5172,107.8597,107.8597,100.2436499
440129,102.9092,100.5908,101.06,98.5262,98.7003,99.4511,104.9966,103.1126,102.5064,103.3979,103.917,104.0687,100.6436133,100.0406,100.0406,100.1545,100.2759,100.6106,101.0362,101.756,101.9189,102.8046,103.0431,103.291,100.1109487,100.4044,100.201,100.2614,100.3513,100.8339,102.0559,102.4536,103.1551,102.9926,102.327,102.6409,100.2608122,100.3455,100.653,101.1636,101.3178,101.883,102.6414,102.8489,102.9075,103.4835,103.9011,104.0831,100.1816818,100.3361,100.0972,100.0924,100.0439,100.1274,100.1539,100.3907,101.1458,100.8828,101.2616,101.4941,101.2904198
440131,101.1969,100.2644,100.4255,100.0111,100.0354,100.1247,101.9978,102.7142,102.8369,103.9179,103.7198,103.9729,99.83514935,100.0616,100.372,100.8721,105.4198,105.66,106.1033,107.0042,107.1348,107.4351,107.4502,107.6135,100.367426,99.8433,100.1294,100.4413,100.7748,101.1168,101.3083,101.1034,101.2133,101.2519,101.2489,101.2773,100.0939993,100.2695,100.3022,100.1892,100.6004,100.6273,101.0894,101.5413,101.3492,101.7132,101.6316,101.6727,102.4996877,100.7222,100.8129,101.311,100.5443,100.3895,101.7095,101.9091,101.6254,101.9878,102.6727,102.9476,100.2490587
440132,101.4846,100.8861,102.399,101.9765,102.0012,102.0924,102.7469,102.398,103.1499,103.8239,103.626,103.2642,99.83518005,100.0616,100.372,100.8721,101.9878,102.312,102.689,105.4176,107.124,109.3744,110.5499,111.8567,102.17278,102.1039,103.1226,104.353,105.5971,105.4749,105.2993,106.4713,107.3527,107.8977,109.2259,109.598,102.697312,101.2878,102.866,103.6271,103.8388,103.8328,103.8609,103.7577,104.8558,106.1068,106.5744,106.3238,100.4179685,100.7148,100.8655,101.3388,101.4661,101.3861,101.5962,101.5898,101.7957,102.3611,102.5124,102.9637,101.2962821
440204,102.2108,100,100,100.3678,100.3678,100.3678,100.3785,100.3785,100.3785,100.806,100.806,100.806,100.2195306,100,100,100.0853,100.0853,100.0853,100.214,100.214,100.214,100.3002,100.3002,100.3002,100.2733793,100,100,100.5879,100.5879,100.5879,100.9081,100.9081,100.9081,101.2224,101.2224,101.2224,100.6134018,100,100,100.6426,100.6426,100.6426,100.9715,100.9715,100.9715,101.3771,101.3771,101.3771,101.4178745,100,100,102.0547,102.0547,102.0547,102.8351,102.8351,102.8351,103.2209,103.2209,103.2209,100.7988692
440208,100.8851,99.2371,98.9293,98.5016,98.0042,98.2336,98.1356,97.3718,98.1056,97.3149,96.9365,95.2893,99.8897043,99.4646,99.0965,98.3202,97.8497,97.2989,97.4734,95.5971,94.4937,93.3783,92.9717,108.5054,116.0265756,99.4699,97.8776,97.492,97.3453,95.9138,94.198,94.3581,95.4698,96.1945,96.2382,95.0029,98.8652978,103.6407,106.1488,107.8518,105.7294,104.3456,103.1167,103.0333,103.1606,102.8625,102.2178,101.6908,100.8774638,101.3573,103.2064,104.1767,106.0475,106.9495,105.564,105.1187,104.9623,104.316,103.5894,102.8051,99.85273104
440218,101.1906,100,100,98.7891,98.7891,98.7891,98.7891,98.7891,98.7891,100.4261,100.4261,100.4261,100.6654645,100,100,88.6037,88.6037,88.6037,88.6037,88.6037,88.6037,80.7516,80.7516,80.7516,77.05259091,100,100,96.1179,96.1179,96.1179,96.1179,96.1179,96.1179,96.1179,96.1179,96.1179,100,100,100,100,100,100,68.4532,68.4532,68.4532,68.4532,68.4532,68.4532,99.91716969,100,100,99.761,99.761,99.761,99.761,99.761,99.761,99.761,99.761,99.761,100
440224,100,100,100,99.5874,100,100,100,100,100,100,99.8094,100,99.8351,100.0616,100.372,100.8721,101.4351,101.4351,102.1675,102.1675,102.1675,102.1675,102.1675,102.1675,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
440227,101.2503,100.0317,100.4036,100.5368,100.8433,101.0923,101.2803,101.2647,101.6946,101.5626,101.7068,102.0246,99.9276645,100.3219,100.4349,100.6332,101.0737,101.3115,101.5691,101.6034,101.8594,102.2505,103.0048,103.5228,100.3408911,100.171,100.1531,100.3077,100.56,100.7239,100.8893,101.2839,101.6618,101.9536,102.4358,103.2915,101.136686,101.2802,101.9774,102.2333,103.2553,103.7906,104.4534,105.188,105.7142,106.4424,106.6308,107.2869,100.6271968,100.6129,101.2806,101.9392,103.017,103.9967,104.7008,105.0909,105.5096,106.0062,106.3689,106.6866,100.3898334
440229,152.3915,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
440230,105.2366,100,100,100,100,100,100,100,100,104.1997,104.1997,104.1997,100,100,100,100,100,100,100,100,100,104.691,104.691,104.691,100,100,100,100,100,100,100,100,100,104.6557,104.6557,104.6557,100,100,100,100,100,100,100,100,100,107.1258,107.1258,107.1258,100,100,100,100,100,100,100,100,100,108.8278,108.8278,108.8278,100
440231,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,109.2718,109.2718,109.2718,109.2718,109.2718,109.2718,109.2718,109.2718,109.2718,109.2718,109.2718,100,100,100,107.3577,107.3577,107.3577,107.3577,107.3577,107.3577,107.3577,107.3577,107.3577,100
440232,104.0119,100.2423,100.4224,100.008,100.6823,100.999,100.8456,101.2716,102.1309,102.2176,102.6222,103.0274,100.4392036,100.2459,100.6128,100.957,101.2249,101.5103,101.6887,102.0799,102.2199,102.1705,102.5547,102.6941,100.3511399,100.3204,100.4594,100.9874,101.4382,101.9682,102.3557,103.2415,103.8493,104.5766,105.2141,105.827,100.2720478,100.4981,101.104,101.8758,102.5098,103.2498,104.4262,104.8041,105.1857,105.7927,106.5272,107.1538,100.1164681,100.443,101.2228,101.769,102.7898,104.2207,104.9633,105.5951,106.151,106.4751,106.9199,107.3599,100.4673067
440237,99.2847,99.7235,100.0922,99.6943,99.6025,99.6025,99.224,99.6809,99.224,99.6507,99.6507,99.468,100.0035187,99.8168,99.9084,95.9914,96.6056,97.2198,97.2294,97.2294,97.9282,98.3482,99.3982,100.1857,100.2830743,99.8262,100.6082,101.8596,104.3822,105.078,105.7126,106.3202,106.8409,107.2608,109.3402,109.7734,100.4438234,99.3711,100.5503,102.218,103.4075,104.1212,104.2305,103.755,104.072,104.6269,104.6269,104.3891,99.40233224,99.4705,100.0756,100.4636,100.8413,101.1434,101.5768,101.3496,101.7283,101.874,102.4813,102.5572,99.85715289
440238,103.6962,100,100,100,100,100,100,100,103.8999,103.8999,103.8999,103.8999,100,100,100,100,100,100,100,100,103.6639,103.6639,103.6639,103.6639,100,100,100,100,100,100,100,100,104.7164,104.7164,104.7164,104.7164,100,100,100,100,100,100,100,100,107.5029,107.5029,107.5029,107.5029,100,100,100,100,100,100,100,100,105.0913,105.0913,105.0913,105.0913,112.6930583
440239,101.4446,100,100,100,100,100,100,100,100,101.5499,101.5499,101.5499,100,100,100,100,100,100,100,100,100,105.291,105.291,105.291,100,100,100,100,100,100,100,100,100,102.1646,102.1646,102.1646,100,100,100,100,100,100,100,100,100,102.0996,102.0996,102.0996,100,100,100,100,100,100,100,100,100,102.1548,102.1548,102.1548,100
440240,108.3084,100.8531,101.4823,101.0635,101.088,102.8107,103.9462,104.0897,105.8245,105.9506,107.392,108.8455,100.6191345,100.1597,100.1603,100.476,100.6201,100.9117,101.5603,102.5435,103.6849,103.9729,104.6364,105.1851,100.5120497,100.1464,99.892,100.6002,101.5067,102.6246,103.489,104.02,104.8384,105.7657,106.8933,107.6664,100.6328808,101.0719,101.5639,102.033,102.3579,102.8889,103.3533,103.7633,104.8627,104.8781,104.9759,105.577,100.4536973,100.9171,101.7512,101.9508,102.7069,103.1515,103.7431,104.185,104.2479,104.7023,104.8853,107.2056,100.7720679
440241,100.8836,99.7974,100.0603,100.0603,100,100,100.0603,100.8031,100.4367,100.8031,100.8031,100.6608,100.20127,99.8595,99.9412,100.1405,100.6206,101.1005,101.4401,100.9098,101.4711,101.6701,102.5117,103.1313,100.3857219,99.8437,100.4603,101.3398,103.2885,103.8082,104.4515,104.9091,105.28,105.7374,107.2698,107.6034,100.2868868,98.6572,99.538,100.1327,101.0359,101.5731,101.6874,101.3216,101.5731,101.973,101.973,101.8016,100.2805457,99.1798,99.6727,100.0931,100.4118,100.6581,100.7813,99.7122,100.0094,99.9586,100.4512,100.502,100.3170086
440243,102.6352,100,100,100,100,100,100,100,98.372,98.372,98.372,98.372,100,100,100,100,100,100,100,100,102.8667,102.8667,102.8667,102.8667,100,100,100,100,100,100,100,100,102.5343,102.5343,102.5343,102.5343,100,100,100,100,100,100,100,100,103.9433,103.9433,103.9433,103.9433,100,100,100,100,100,100,100,100,105.943,105.943,105.943,105.943,100
440246,105.5551,100,100,102.267,102.267,102.267,103.6347,103.6347,103.6347,103.8091,103.8091,103.8091,101.0702337,100,100,102.7428,102.7428,102.7428,104.0347,104.0347,104.0347,106.7754,106.7754,106.7754,99.4222452,100,100,100.4936,100.4936,100.4936,100.5851,100.5851,100.5851,101.5988,101.5988,101.5988,104.1502459,100,100,103.8756,103.8756,103.8756,107.2083,107.2083,107.2083,110.9883,110.9883,110.9883,102.8428222,100,100,104.5522,104.5522,104.5522,106.0626,106.0626,106.0626,107.3384,107.3384,107.3384,94.08049682
440247,100,100,100,60.2606,60.2606,60.2606,60.2606,60.2606,60.2606,60.2606,60.2606,60.2606,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,91.785,91.785,91.785,91.785,91.785,91.785,100
440250,104.0716,100,100,101.8611,101.8611,101.8611,101.5575,101.5575,101.5575,101.5471,101.5471,101.5471,100,100,100,99.0285,99.0285,99.0285,99.0285,99.0285,99.0285,99.0285,99.0285,99.0285,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,104.3394,104.3394,104.3394,107.2546,107.2546,107.2546,107.2546,107.2546,107.2546,104.5041425
440252,87.8049,100,100,96.5278,96.5278,96.5278,82.2049,82.2049,82.2049,82.2049,82.2049,82.2049,100.5279491,100,100,99.4299,99.4299,99.4299,82.3261,82.3261,82.3261,82.8962,82.8962,82.8962,98.62454491,100,100,82.5558,82.5558,82.5558,86.6143,86.6143,86.6143,79.9248,79.9248,79.9248,99.14507137,100,100,91.4563,91.4563,91.4563,91.8898,91.8898,91.8898,89.722,89.722,89.722,99.07614632,100,100,101.466,101.466,101.466,102.0724,102.0724,102.0724,104.9074,104.9074,104.9074,100.0835022
440254,101.8879,99.9468,100.0034,99.5907,99.6149,100.0034,99.8522,100.5951,100.7665,100.552,100.3463,100.4712,100.1145602,100,100,101.027,101.2545,102.1405,102.6213,102.6778,102.9613,102.7508,102.8754,103.1312,100.5229261,100.2463,100.546,100.5953,100.8856,101.7847,102.5046,103.2153,104.1501,104.4349,104.3422,104.5211,99.84347658,99.7387,100.0927,100.5339,100.7096,101.1261,101.7501,102.458,102.6884,103.1183,103.2696,103.6089,100.1000879,99.8976,100.027,100.7214,100.9448,101.366,101.3595,101.3781,101.6073,101.4307,101.5614,101.958,100.1806626
440255,98.1238,99.9277,100.0241,100.9072,100.8805,99.5001,99.5267,99.66,99.5267,99.66,99.66,99.6067,100.0803159,94.1079,94.1318,94.2037,94.3714,94.5391,94.6588,95.4673,95.659,95.7706,96.0581,96.2737,100.1492619,99.9545,100.1591,100.4545,101.1136,101.2954,101.5227,101.7347,101.8713,102.0307,102.6355,102.7496,100.1110467,99.8355,100.144,100.3496,100.6581,100.8432,100.8843,100.7609,99.5477,99.6916,99.6916,95.2162,100.108595,97.4114,97.5697,97.7082,97.6946,97.7737,97.8133,97.7539,96.6775,96.6578,96.8161,96.8358,100.1022349
440256,98.9929,100,100,100,97.408,97.408,97.408,97.408,106.759,108.2876,104.2585,104.0957,100,100,100,100,100,100,102.9586,103.2795,103.5159,103.5286,103.6445,103.7526,101.0248418,100,100,100.074,100.074,100.074,100.074,100.074,100.074,100.074,100.074,100.074,100,100,100,100,99.9265,99.9265,99.9265,100.2003,100.2003,100.0302,100.0302,100.0302,100,100,100,100.7314,100.8197,100.8603,100.131,100.131,100.1517,100.1632,100.1665,100.1688,100.0000998
440257,103.6233,100,100,99.7528,99.7528,99.7528,99.9517,99.9517,99.9517,100.7149,100.7149,100.7149,100.2781118,100,100,93.1116,93.1116,93.1116,94.555,94.555,94.555,98.1783,98.1783,98.1783,96.82210835,100,100,115.4233,115.4233,115.4233,124.5504,124.5504,124.5504,128.4571,128.4571,128.4571,101.3423937,100,100,100,100,100,105.4714,105.4714,105.4714,106.9966,106.9966,106.9966,100.3122529,100,100,102.1298,102.1298,102.1298,102.1298,102.1298,102.1298,104.6568,104.6568,104.6568,100.1709397
440258,100,100,100,102.562,102.562,102.562,103.2785,103.2785,103.2785,103.2785,103.2785,103.2785,100,100,100,100,100,100,100,100,100,100,100,100,103.9408,100,100,103.5253,103.5253,103.5253,104.974,104.974,104.974,103.5253,103.5253,103.5253,100.8027023,100,100,99.7301,99.7301,99.7301,100.4946,100.4946,100.4946,100.1645,100.1645,100.1645,99.08989712,100,100,101.2877,101.2877,101.2877,120.5633,120.5633,120.5633,120.4483,120.4483,120.4483,103.2206349
440302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,107.6722,107.6722,107.6722,107.6722,107.6722,107.6722,107.6722,117.1353,117.1353,100,100,100,115.3491,115.3491,115.3491,115.3491,115.3491,115.3491,123.673,123.673,123.673,100
440303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.3457,99.3457,102.6941,103.3632,103.3632,103.3632,103.3632,103.3632,105.3426,105.3426,105.3426,100,100,100,106.9391,106.9391,106.9391,105.3255,105.3255,104.6557,106.7005,104.1669,110.2961,94.44295855
