ITEM_ID,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01,2023-07-01,2023-08-01,2023-09-01,2023-10-01,2023-11-01,2023-12-01,2024-01-01,2024-02-01,2024-03-01,2024-04-01,2024-05-01,2024-06-01,2024-07-01,2024-08-01,2024-09-01,2024-10-01,2024-11-01,2024-12-01,2025-01-01,2025-02-01
220209,,,,,,,,,,,,,-0,-1,-0,1,1,1,-0,-0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,-27,-27,-27,-27,0,0,0,0,-5,-5,-5,-5,18,17,17,17,-2,-2
220210,,,,,,,,,,,,,0,0,0,2,2,1,-0,-0,2,2,2,2,-0,0,-0,-0,1,1,1,1,2,2,2,2,1,1,1,1,0,0,0,0,1,1,1,1,-6,-6,-6,-6,-4,-4,-4,-4,-5,-5,-5,-5,1,1
220214,,,,,,,,,,,,,0,-0,0,-2,-2,1,1,15,8,11,22,14,2,1,3,14,10,5,3,4,11,5,5,14,-1,-1,-5,-14,-11,-8,-8,-10,-15,-13,-13,-20,-1,-1,2,4,3,3,3,4,5,7,6,6,1,3
220301,,,,,,,,,,,,,0,0,0,1,2,0,-1,-1,-0,1,1,2,1,1,2,7,10,11,12,13,13,13,12,12,1,1,0,-3,-5,-5,-5,-5,-6,-6,-7,-7,0,-1,-1,-2,-2,-3,-4,-4,-4,-4,-5,-5,1,2
220303,,,,,,,,,,,,,0,-1,-1,-2,-2,-3,-3,-2,-3,-2,-3,-1,2,2,2,3,4,7,8,9,9,10,9,9,1,1,2,1,2,-0,-2,-1,-1,-2,-2,-2,-0,-1,-2,-3,-4,-3,-2,-3,-3,-4,-4,-4,-1,-0
220310,,,,,,,,,,,,,-0,-0,0,1,2,3,2,18,2,2,2,2,1,1,1,1,0,0,0,-0,0,1,3,4,0,1,1,1,1,0,1,2,3,3,2,1,0,-0,-1,-0,-0,0,1,-0,-1,-2,-3,-3,0,0
220316,,,,,,,,,,,,,1,1,1,-6,-6,-6,-7,-2,-1,-1,-3,-3,-0,-1,-1,0,2,3,5,5,5,7,8,8,1,1,3,4,2,3,2,2,1,-1,1,1,-3,-4,-4,-6,-5,-5,-6,-6,-5,-5,-6,-7,-1,-2
220318,,,,,,,,,,,,,1,1,1,-2,-3,-2,-2,1,0,-0,1,0,0,0,1,1,4,5,5,5,6,6,5,6,0,0,1,0,-1,-1,-1,-1,-2,-2,-1,-3,0,0,0,-0,-1,-1,-1,-1,-2,-2,-3,-2,0,0
220319,,,,,,,,,,,,,0,-1,-0,-2,-2,-2,-2,-1,-1,0,-2,-1,1,2,2,4,5,5,6,7,7,7,8,8,0,0,0,-1,-1,-2,-3,-4,-3,-4,-4,-5,0,0,-0,0,0,0,-0,-0,0,0,-1,-1,0,0
220320,,,,,,,,,,,,,-0,-1,-1,-3,-3,-5,-5,-2,-2,-3,-3,-1,1,2,2,4,6,6,7,7,8,10,12,9,0,-2,-1,-1,-2,0,1,2,2,-1,-2,-2,-0,-1,-1,-1,-1,-4,-5,-5,-5,-5,-5,-5,1,1
220323,,,,,,,,,,,,,1,1,1,-1,-2,-1,-1,-1,-1,-1,-1,-1,1,1,2,4,7,8,8,9,9,9,10,9,1,1,1,-1,-2,-3,-3,-4,-4,-4,-5,-4,-0,0,0,1,1,0,0,0,0,0,-0,-1,-1,0
220324,,,,,,,,,,,,,-0,-0,-0,1,1,2,1,0,2,2,2,2,1,1,1,0,-0,-0,-1,-0,-0,-0,0,0,1,1,1,2,2,2,2,2,2,2,3,3,2,2,2,1,1,0,0,1,2,2,1,1,1,1
220326,,,,,,,,,,,,,-0,1,1,-1,-3,-4,-4,0,0,1,-1,-1,1,0,1,4,7,8,10,9,9,11,11,12,0,1,1,0,-2,-3,-4,-3,-3,-5,-5,-7,1,-0,-1,-2,-1,-2,-2,-4,-4,-4,-4,-4,0,0
220327,,,,,,,,,,,,,1,1,0,0,2,0,-0,0,0,1,2,2,3,3,4,4,4,7,6,7,7,10,11,11,3,4,3,4,4,1,2,0,0,-2,-3,-3,0,-0,-0,-0,-1,-1,-0,0,0,0,1,1,2,2
220328,,,,,,,,,,,,,-0,1,0,-4,-5,-3,-2,4,1,1,1,2,1,1,1,5,6,6,7,9,11,11,11,12,0,0,1,-1,-2,-2,-1,-3,-4,-5,-4,-6,1,0,-1,-1,-1,-2,-3,-3,-4,-4,-4,-5,0,1
220329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
310102,,,,,,,,,,,,,-0,-0,-0,1,1,1,-1,1,1,3,2,2,-0,-0,2,2,2,1,2,2,1,0,3,4,-2,2,1,0,1,1,1,1,2,3,1,2,-1,-5,-5,-6,-6,-6,-6,-7,-7,-8,-8,-8,-9,0
310109,,,,,,,,,,,,,-0,-0,-0,1,2,2,-0,-0,0,1,2,1,0,0,1,2,2,2,1,1,1,1,1,2,-1,2,1,1,1,1,2,2,2,3,2,1,-0,-2,-3,-3,-3,-3,-3,-4,-5,-6,-6,-6,0,-1
310110,,,,,,,,,,,,,-0,-0,0,1,2,3,1,2,2,3,3,5,0,0,1,2,2,1,1,2,2,2,3,3,0,2,1,1,1,1,1,1,1,1,0,-0,-0,-1,-1,-1,-1,-1,-1,-2,-2,-3,-3,-3,0,-1
310111,,,,,,,,,,,,,-0,0,-0,1,2,2,0,-0,0,1,1,1,-0,-0,1,2,1,1,2,2,2,2,4,4,-0,2,1,-0,0,-0,-0,-0,-0,0,-1,-1,0,-1,-2,-2,-2,-1,-1,-2,-2,-2,-3,-3,0,0
310114,,,,,,,,,,,,,-0,-1,-0,1,1,1,-1,-1,-1,0,1,1,-1,-1,0,1,0,1,1,2,2,0,1,2,-2,1,1,0,1,1,1,1,0,1,-0,-1,-1,-3,-4,-4,-5,-5,-5,-5,-5,-7,-7,-7,0,-1
310301,,,,,,,,,,,,,-0,-0,-0,0,-0,0,0,2,5,6,-11,-11,-1,-1,8,9,10,10,7,6,1,-1,28,30,-7,-0,-7,-8,-8,-8,-8,-7,-1,-0,-7,-8,0,-6,-7,-6,-7,-7,-8,-9,-9,-10,-10,-10,1,-0
310302,,,,,,,,,,,,,-0,-0,-1,0,1,1,3,4,7,9,10,13,0,1,2,3,3,3,-0,-0,-0,-1,-1,-1,-0,1,1,-0,0,-0,-0,0,1,1,0,-1,0,-1,-2,-1,-1,-1,-2,-3,-3,-4,-4,-4,1,0
310306,,,,,,,,,,,,,-0,-0,-0,1,2,3,1,16,2,-1,-1,-0,-0,0,0,0,-1,-1,-2,-2,-2,1,1,0,0,2,2,2,2,2,2,3,3,3,2,2,0,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-0,2
310307,,,,,,,,,,,,,-0,-0,-0,0,2,2,5,7,12,15,15,21,1,1,2,4,3,3,-2,-2,-2,-3,-2,-2,-0,1,1,-1,-1,-1,-1,-1,-1,-0,-1,-2,0,-1,-2,-1,-1,-1,-1,-2,-2,-3,-3,-3,1,1
310310,,,,,,,,,,,,,-0,-0,-0,1,3,2,0,1,1,1,-8,-9,-1,-2,1,2,1,2,3,4,3,3,16,17,-0,2,-1,-2,-0,-0,-1,-1,-0,-1,-2,-2,0,-1,-1,-0,-2,-2,-2,-3,-3,-3,-4,-4,-1,1
310315,,,,,,,,,,,,,-0,-0,-0,1,3,3,2,2,2,2,2,-4,-0,-0,0,1,-1,-0,-0,0,1,1,1,2,0,1,1,0,0,1,1,1,0,1,1,1,0,-0,0,0,0,-1,-1,-2,-2,-2,-2,-3,0,1
310316,,,,,,,,,,,,,-0,-0,-1,0,2,2,4,5,9,11,4,8,-1,-1,9,10,9,9,6,6,6,5,13,15,-6,1,-7,-8,-8,-8,-8,-8,-8,-8,-8,-9,0,-7,-7,-8,-8,-8,-8,-8,-9,-10,-10,-10,1,1
410107,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,-3,-3,-3,0,0
410401,,,,,,,,,,,,,0,0,0,6,6,6,6,6,6,6,6,6,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,5,5,5,5,5,5,5,5,5,0,0,0,1,1,1,1,1,1,1,1,1,0,0
410402,,,,,,,,,,,,,0,0,0,5,5,5,5,5,5,5,5,5,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,5,5,5,5,5,5,5,5,5,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0
410403,,,,,,,,,,,,,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,4,4,4,4,4,4,4,4,4,0,0
410405,,,,,,,,,,,,,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,4,4,4,4,4,4,4,4,4,0,0
410508,,,,,,,,,,,,,-0,-1,-1,-0,-1,-0,-0,-0,-0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,-0,-0,-0,-0,0,1,1,0,-0,0,0,0,0,0,0,-0,-0,-1,-1,-1,-1,-1,-1,0,0
410509,,,,,,,,,,,,,-0,-0,-0,-0,-0,-0,0,-0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,-0,-0,-1,-1,-0,-0,-0,-1,-1,-1,-1,0,0,-0,0,0,-0,-0,-0,-0,-0,-0,-0,0,0
410517,,,,,,,,,,,,,0,1,1,1,1,0,1,1,2,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,0,-0,-1,-0,-1,-1,-1,-1,-0,-1,-1,0,0,0,0,-0,-0,0,0,-0,-1,-1,-1,0,0
410518,,,,,,,,,,,,,0,-0,-0,0,-0,-0,0,1,1,2,2,2,0,1,1,2,2,2,2,1,1,1,1,1,0,-0,-0,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-0,1,1,1,1,1,0,0,0,0,0,1,1
410602,,,,,,,,,,,,,1,1,2,1,0,-0,0,1,5,5,7,9,0,1,2,3,3,3,5,4,2,3,2,2,-0,-1,-2,-1,-2,-1,-2,-1,-4,-4,-5,-6,0,-0,-0,-3,-3,-4,-4,-3,-2,-2,-2,-1,0,-1
410607,,,,,,,,,,,,,-0,0,0,1,2,5,2,0,0,-1,0,1,-1,-0,0,0,-0,3,6,11,13,13,10,12,1,3,3,2,4,-5,-5,-8,-11,-10,-9,-12,-1,-4,-4,-5,-7,-3,-2,-4,-3,-4,-4,-3,0,-4
410611,,,,,,,,,,,,,0,0,-0,-0,2,0,1,3,-0,1,-3,-1,1,4,6,5,3,0,-1,-4,1,6,12,12,2,-1,-2,-3,0,2,3,4,2,-3,-3,-3,-1,-0,-0,1,-0,-0,0,-1,-2,-2,-4,-4,-0,-0
410614,,,,,,,,,,,,,-3,-6,-6,-6,-6,-5,-4,-1,3,4,2,5,-0,5,7,5,3,1,-0,-2,4,4,5,4,-2,-2,-3,-2,-2,-0,1,2,-3,-0,-0,-1,-2,-1,-1,-3,-3,-3,-5,-4,-2,-5,-6,-5,-1,-3
410621,,,,,,,,,,,,,-1,-0,-1,-1,-1,1,1,2,1,2,3,2,-1,1,4,6,6,4,4,4,7,7,5,8,-1,-3,-4,-4,-6,-5,-6,-6,-7,-10,-8,-8,-0,-1,-2,-3,-3,-3,-3,-3,-3,-1,-3,-3,-0,-2
410625,,,,,,,,,,,,,0,2,2,2,4,9,5,7,6,11,10,9,1,3,5,5,4,4,2,2,4,1,0,1,0,-2,-3,-3,-3,-4,-3,-4,-6,-5,-6,-6,0,1,-1,-1,-3,-1,0,1,1,1,2,2,0,0
410631,,,,,,,,,,,,,-2,-3,-3,1,-4,-1,-1,-4,-3,-1,-2,-2,0,1,0,3,4,2,4,6,7,6,5,7,-3,-3,-3,-5,-6,-4,-6,-7,-8,-9,-9,-10,0,0,-0,2,0,1,0,-1,-3,-2,-2,-4,2,1
410632,,,,,,,,,,,,,-1,-1,-2,-1,0,2,4,2,1,1,3,3,2,1,1,1,2,-1,-3,-4,-4,-3,-5,-6,-1,0,-0,0,0,2,4,4,4,3,4,3,1,0,1,1,0,0,-0,0,1,2,4,6,0,0
410633,,,,,,,,,,,,,1,4,4,8,12,22,34,47,55,64,69,64,1,-4,-2,-5,-10,-15,-22,-28,-31,-38,-40,-39,0,2,-0,-3,-3,-5,-6,-7,-9,-10,-11,-11,-1,-0,-2,1,-1,1,2,4,3,8,6,6,-1,0
410637,,,,,,,,,,,,,1,3,3,2,1,4,6,4,5,10,10,10,-1,1,2,5,10,9,10,17,28,34,38,34,-0,-5,-7,-8,-12,-12,-12,-18,-25,-29,-31,-32,0,2,1,2,-3,-6,-8,-9,-10,-10,-12,-7,-3,-2
410638,,,,,,,,,,,,,1,1,2,2,3,4,4,6,6,7,9,8,-0,2,2,2,5,3,3,3,7,6,6,7,1,-1,-2,-1,-6,-7,-7,-6,-11,-11,-12,-13,2,2,1,1,3,3,2,1,2,1,2,3,0,0
410639,,,,,,,,,,,,,0,-4,-1,-4,-2,-3,-1,-2,-1,1,-1,1,1,4,5,8,6,7,9,8,8,7,11,10,1,-5,-3,-5,-3,-7,-4,-5,-3,-7,-6,-7,-0,2,-0,1,-6,0,-4,-3,-6,-4,-5,-4,-1,-4
410640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420103,,,,,,,,,,,,,0,-1,-1,0,0,1,-0,1,-0,1,1,3,0,2,5,7,10,15,20,23,25,29,29,26,1,0,-5,-6,-9,-14,-18,-19,-21,-25,-26,-25,-1,-2,0,1,1,1,1,0,0,2,2,1,-0,-0
420201,,,,,,,,,,,,,0,0,0,9,9,9,9,9,9,23,23,23,0,0,0,29,29,29,30,30,30,40,39,39,1,1,1,-29,-29,-29,-35,-35,-35,-49,-49,-49,4,4,4,-6,-6,-6,-4,-4,-4,12,12,12,1,1
420202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420301,,,,,,,,,,,,,0,0,0,14,14,14,14,14,14,53,53,53,0,0,0,54,54,54,54,54,54,80,80,80,0,0,0,-41,-41,-41,-56,-56,-56,-71,-71,-71,7,7,7,-9,-9,-9,12,12,12,36,36,36,1,1
420302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420404,,,,,,,,,,,,,0,0,0,7,6,6,8,8,8,8,8,8,3,3,3,-2,-2,-2,3,3,3,8,8,8,1,1,1,-0,-0,-0,-6,-6,-6,-10,-10,-10,2,2,2,4,4,4,4,4,4,5,5,5,-1,-1
420405,,,,,,,,,,,,,8,30,63,100,124,98,97,95,113,143,166,118,4,8,51,51,57,62,51,32,43,20,11,4,-1,-16,-45,-49,-57,-62,-56,-40,-43,-42,-43,-40,-3,7,8,21,26,25,25,-2,-13,-11,-8,-2,8,3
430101,,,,,,,,,,,,,-4,-1,-1,-1,2,1,-1,-0,6,3,5,5,-5,-8,-5,-5,-7,-6,-8,-7,-10,-6,-6,-7,-6,-7,-7,-8,-10,-12,-11,-12,-13,-15,-16,-19,-4,-5,-7,-6,-5,-4,-3,-4,-8,-3,-5,-2,-5,-4
430104,,,,,,,,,,,,,-3,-5,0,-3,-1,1,-1,-0,3,2,2,4,-2,-1,-0,0,1,2,1,1,-0,-1,-2,1,-3,-3,-4,-4,-5,-6,-7,-8,-7,-6,-7,-9,-5,-4,-6,-6,-4,-6,-5,-3,-8,-5,-6,-7,-5,-6
430119,,,,,,,,,,,,,0,-1,0,-1,2,4,5,6,6,9,9,8,5,9,7,9,6,8,9,9,10,9,8,9,9,4,4,3,2,-1,-0,-3,-5,-7,-8,-9,2,3,1,2,4,5,3,6,11,12,7,13,1,0
430120,,,,,,,,,,,,,-2,-5,-3,-1,7,-1,-2,-2,2,1,3,2,-3,-1,0,-2,-2,2,3,3,-1,0,-0,-0,-5,-5,-6,-6,-7,-11,-12,-13,-13,-14,-14,-13,-8,-8,-10,-9,-9,-8,-11,-9,-11,-8,-9,-10,-7,-3
430127,,,,,,,,,,,,,-2,1,1,3,6,5,2,3,7,7,8,8,-4,-5,-3,-1,-3,-4,-5,-6,-6,-4,-5,-5,-3,-4,-6,-7,-9,-9,-10,-9,-9,-13,-12,-14,-5,-6,-5,-6,-5,-6,-5,-5,-6,-3,-6,-4,-3,-1
430132,,,,,,,,,,,,,-7,-5,-7,-0,-3,-2,-3,-4,0,1,2,-0,-3,-5,-3,-4,-3,-3,-4,-2,-6,-6,-5,-5,-4,-5,-5,-6,-7,-8,-8,-8,-11,-12,-11,-11,-5,-4,-5,-6,-7,-5,-6,-5,-2,-1,-2,-3,-8,-11
430133,,,,,,,,,,,,,-3,-5,-4,-2,-0,1,4,1,6,5,8,5,-4,1,1,-2,-1,-2,-4,-2,-5,-4,-4,-5,-4,-7,-7,-6,-7,-8,-9,-10,-11,-13,-12,-14,-5,-6,-6,-6,-6,-5,-4,-3,-2,0,-1,-0,-5,-3
430134,,,,,,,,,,,,,-3,-3,-2,-1,0,1,1,0,-0,0,-2,-0,-1,3,5,5,3,4,1,1,0,0,-0,2,-3,-8,-9,-7,-10,-10,-10,-7,-7,-9,-6,-10,-2,-4,-3,-5,-2,-2,-1,-5,-6,-3,-5,-7,-2,-1
430136,,,,,,,,,,,,,-3,-5,-4,-5,-5,-5,-13,4,7,7,8,8,-2,-2,1,20,14,14,10,5,3,3,3,2,-3,-4,-5,-9,-9,-10,-13,-8,-9,-10,-9,-11,-5,-6,-6,-28,-27,-24,-23,-18,-18,-16,-18,-17,-5,-5
430137,,,,,,,,,,,,,-6,-8,-8,-9,-8,-4,-2,1,3,3,4,7,-6,-8,-3,-5,-6,-6,-6,-8,-11,-12,-12,-17,-6,-5,-7,-7,-6,-8,-11,-12,-13,-11,-9,-9,-9,-9,-9,-12,-12,-11,-11,-8,-7,-9,-10,-10,-7,-6
430138,,,,,,,,,,,,,-2,-4,-1,-1,-6,-2,-0,2,2,-2,2,0,3,2,1,3,4,2,1,1,2,7,5,5,-2,-2,-3,-3,-5,-2,-3,-6,-7,-11,-11,-11,-5,-6,-5,-6,-7,-8,-11,-6,-5,-2,-5,-4,-11,-1
430139,,,,,,,,,,,,,-1,-2,-3,-2,-2,1,-0,0,-1,4,3,2,8,12,14,12,12,14,18,17,22,17,17,17,9,6,4,5,4,-1,-0,-3,-5,-6,-6,-8,1,2,4,2,4,5,3,5,8,6,6,8,-1,-1
430141,,,,,,,,,,,,,-2,-3,-4,-3,-5,-6,-4,-6,-6,-5,-3,-1,-4,-2,0,-1,-3,-2,-3,-2,-2,-2,-3,-6,-3,-4,-6,-6,-3,-7,-7,-10,-8,-10,-9,-10,-7,-10,-11,-8,-11,-8,-11,-9,-9,-9,-8,-8,-4,1
430142,,,,,,,,,,,,,-3,-1,-4,-9,-8,-6,-7,-7,-3,2,2,3,4,2,3,2,7,7,6,8,1,-1,-1,-4,-1,-1,-1,1,-1,-4,-4,-4,-5,-7,-10,-9,-1,2,-1,0,-2,-2,-1,1,1,3,5,8,-5,-6
430143,,,,,,,,,,,,,-5,-9,-7,-4,-8,-9,-5,-4,-1,0,-0,-1,-4,-3,-1,-2,-1,-1,-2,-0,-2,-1,-1,-2,-5,-6,-6,-7,-7,-9,-9,-11,-12,-12,-13,-15,-6,-7,-7,-8,-8,-8,-10,-9,-8,-9,-8,-6,-5,-5
430144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4,-3,-2,-7,-8,-9,-7,-9,-9,-11,-12,-13,-6,-6,-7,-6,-6,-5,-5,-5,-6,-2,-1,-1,-5,-6
430211,,,,,,,,,,,,,-1,-2,-2,-1,-6,-4,-3,-0,1,3,1,4,-2,-3,-3,-5,-2,1,-2,-4,-5,-5,-2,-2,-4,-2,-1,1,-3,-5,-4,-3,-5,-7,-8,-9,-4,-6,-5,-6,-6,-7,-6,-6,-5,-3,-4,-3,-3,-1
430216,,,,,,,,,,,,,-3,-3,-1,3,-2,-1,-2,-3,-0,2,1,3,-4,-1,-1,0,1,-0,3,2,2,1,2,3,-4,-7,-9,-9,-11,-10,-10,-11,-10,-10,-11,-11,-4,-4,-4,-4,-3,-5,-4,-4,-5,-5,-5,-5,-3,-5
430224,,,,,,,,,,,,,2,1,0,9,4,4,1,-1,4,5,2,5,-4,-1,1,1,2,1,4,4,1,1,2,2,-3,-5,-8,-6,-6,-7,-7,-8,-5,-7,-9,-10,-1,-2,-0,-2,-3,-4,-4,-4,-7,-5,-5,-3,-2,-2
430228,,,,,,,,,,,,,-5,-6,-4,8,7,4,-3,-4,-5,-3,-3,-3,-5,-3,-1,-0,-2,-2,3,4,5,3,5,6,-4,-5,-7,-6,-7,-9,-10,-12,-13,-13,-12,-14,-4,-2,-4,-5,-3,-2,-6,-4,-4,-5,-5,-4,-5,-4
430229,,,,,,,,,,,,,-1,-4,-1,-0,-0,-1,-3,-3,-3,1,3,0,0,2,-0,-2,-2,-3,-2,1,-1,-2,-2,-4,1,0,1,2,3,4,3,4,0,-4,1,5,-0,1,0,-1,-1,-3,-2,-2,-1,7,-1,-1,-1,-0
430233,,,,,,,,,,,,,-1,4,3,-3,2,6,9,7,8,7,6,6,3,1,-4,3,-4,-1,-5,-1,-5,-2,-2,-1,3,4,6,0,5,0,-0,-2,1,-0,-1,-1,-4,-3,1,-1,-0,-2,1,-1,-5,-2,-4,-5,-1,-5
430234,,,,,,,,,,,,,2,4,5,3,2,2,5,5,8,4,5,4,-1,1,2,4,2,4,3,2,2,4,6,4,4,3,0,-1,3,-2,-0,-1,0,-0,-3,-3,-0,-1,2,2,-2,-1,1,-0,-2,0,-1,0,0,-0
430235,,,,,,,,,,,,,-1,-1,-2,-0,-4,-3,-2,-1,-1,-1,0,-1,-3,-2,-0,-4,0,-2,-2,-1,-0,1,2,5,-0,-2,-2,-2,-2,2,4,-0,2,-2,-3,-3,-8,-3,-5,-5,-9,-10,-13,-10,-14,-13,-12,-15,0,-4
430236,,,,,,,,,,,,,-2,-3,-5,-2,-2,3,1,-0,-3,-1,-4,-2,3,6,15,2,7,4,-1,2,-6,4,9,9,-9,-4,-9,4,-1,-1,3,3,10,4,-1,3,-4,-10,-13,-14,-13,-10,-10,-13,-12,-15,-14,-15,-5,-1
430237,,,,,,,,,,,,,,,,,,,,,,,,,-4,-3,-5,-6,-1,-8,-7,-8,-8,-6,-10,-5,-3,-10,-9,-4,-12,-8,-11,-12,-11,-14,-16,-20,-1,1,-1,-3,-0,-3,-2,-0,2,-0,1,1,-1,-2
430238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430304,,,,,,,,,,,,,-2,-7,-5,-2,-0,-3,-4,-2,-3,0,-1,-0,-1,6,3,-2,1,2,2,3,3,5,3,3,-4,-4,1,-0,-0,-1,-1,1,-3,-3,-6,-3,-3,-10,-12,-10,-16,-12,-13,-15,-13,-15,-17,-13,-4,-1
430307,,,,,,,,,,,,,10,6,11,7,17,25,14,15,6,19,10,26,2,8,-1,1,5,-2,-2,-1,3,-10,-0,-10,2,5,12,14,7,11,14,12,8,10,8,16,0,0,-8,-3,-10,-5,-10,-12,-7,-8,-6,-7,-4,-8
