ITEM_ID,2018-01-01 00:00:00,2018-02-01 00:00:00,2018-03-01 00:00:00,2018-04-01 00:00:00,2018-05-01 00:00:00,2018-06-01 00:00:00,2018-07-01 00:00:00,2018-08-01 00:00:00,2018-09-01 00:00:00,2018-10-01 00:00:00,2018-11-01 00:00:00,2018-12-01 00:00:00,2019-01-01 00:00:00,2019-02-01 00:00:00,2019-03-01 00:00:00,2019-04-01 00:00:00,2019-05-01 00:00:00,2019-06-01 00:00:00,2019-07-01 00:00:00,2019-08-01 00:00:00,2019-09-01 00:00:00,2019-10-01 00:00:00,2019-11-01 00:00:00,2019-12-01 00:00:00,2020-01-01 00:00:00,2020-02-01 00:00:00,2020-03-01 00:00:00,2020-04-01 00:00:00,2020-05-01 00:00:00,2020-06-01 00:00:00,2020-07-01 00:00:00,2020-08-01 00:00:00,2020-09-01 00:00:00,2020-10-01 00:00:00,2020-11-01 00:00:00,2020-12-01 00:00:00,2021-01-01 00:00:00,2021-02-01 00:00:00,2021-03-01 00:00:00,2021-04-01 00:00:00,2021-05-01 00:00:00,2021-06-01 00:00:00,2021-07-01 00:00:00,2021-08-01 00:00:00,2021-09-01 00:00:00,2021-10-01 00:00:00,2021-11-01 00:00:00,2021-12-01 00:00:00,2022-01-01 00:00:00,2022-02-01 00:00:00,2022-03-01 00:00:00,2022-04-01 00:00:00,2022-05-01 00:00:00,2022-06-01 00:00:00,2022-07-01 00:00:00,2022-08-01 00:00:00,2022-09-01 00:00:00,2022-10-01 00:00:00,2022-11-01 00:00:00,2022-12-01 00:00:00,2023-01-01 00:00:00,2023-02-01 00:00:00,2023-03-01 00:00:00
510324,100.0,100.828,98.846,99.076,99.247,98.482,92.99,95.333,97.662,98.431,98.074,98.058,94.519,95.59,97.122,98.557,98.488,98.126,100.351,101.342,101.794,101.497,99.985,97.517,97.915,96.727,95.387,92.421,97.207,95.917,94.928,96.262,98.442,99.393,95.944,98.081,97.515,98.528,97.937,100.188,99.993,100.225,100.962,100.598,102.94,106.112,106.249,107.634,105.028,105.302,107.267,105.951,106.226,105.876,106.421,107.947,108.637,112.415,111.229,110.928,113.739,114.591,114.813
510328,100.0,102.04,101.851,99.885,102.108,98.099,94.6,98.016,100.907,100.547,101.516,101.347,98.683,97.624,99.204,95.997,98.817,98.467,97.5,99.018,101.417,101.755,103.006,101.899,99.19,109.065,104.911,96.796,97.82,95.263,90.743,98.091,99.653,98.101,91.358,90.549,82.146,91.431,92.582,91.537,97.605,103.114,98.851,95.785,96.544,102.24,102.423,101.828,94.051,89.918,94.759,96.854,95.301,97.781,101.44,104.663,103.002,109.518,110.113,111.492,107.561,104.773,107.239
510330,100.0,100.855,98.944,99.701,101.513,101.53,99.233,101.016,103.804,103.005,103.652,101.976,99.002,99.245,101.993,100.463,102.19,101.858,100.319,101.666,101.297,102.324,103.324,102.503,100.284,100.714,100.667,99.249,100.756,104.231,103.55,99.338,100.522,102.157,97.056,96.974,101.101,102.75,103.505,105.955,107.982,108.261,108.072,105.777,108.884,109.124,108.177,108.575,105.471,108.261,107.551,105.599,107.376,107.594,104.012,103.073,106.275,107.294,108.084,107.285,105.001,106.149,109.284
510336,100.0,100.107,99.699,101.309,100.544,97.945,97.547,92.288,100.044,105.109,107.615,107.238,101.041,100.597,101.343,101.002,106.685,104.079,104.793,101.75,103.077,104.185,107.298,108.237,104.525,103.584,101.629,98.708,99.739,103.601,99.504,101.69,103.059,104.84,104.058,101.755,102.638,103.783,102.491,102.55,103.089,103.069,101.149,102.852,103.055,105.82,105.453,107.098,103.708,102.588,103.835,104.009,102.017,104.787,105.064,103.875,108.828,110.338,113.537,112.248,110.743,110.944,113.852
510340,100.0,104.08,103.896,107.167,101.346,104.857,97.719,97.606,100.689,97.006,106.839,102.256,101.754,103.725,109.055,108.536,103.772,101.429,97.201,91.187,97.819,101.414,102.564,104.964,100.77,96.161,95.002,96.097,100.031,102.409,97.486,100.074,102.124,98.983,102.824,97.39,94.306,94.511,93.058,95.408,94.824,95.92,88.637,90.214,96.217,98.218,99.375,100.311,93.014,91.617,98.227,90.794,94.959,96.432,88.364,88.229,93.173,96.421,101.342,100.58,93.59,96.325,91.313
510344,100.0,105.0,104.515,105.023,105.768,100.866,94.949,107.839,106.188,107.495,108.928,112.572,102.312,106.536,106.539,106.492,106.792,106.905,98.975,102.963,110.435,112.564,116.52,115.228,110.178,113.075,108.433,113.381,112.659,108.999,109.648,114.35,110.136,112.147,112.106,117.575,110.875,110.125,108.629,110.384,112.206,111.962,107.381,109.09,114.737,113.948,114.221,115.951,114.662,114.421,112.773,113.109,114.429,119.939,107.029,105.655,112.832,119.449,124.306,122.59,122.562,129.015,134.983
510347,100.0,99.112,96.439,93.594,93.845,91.524,85.818,94.976,104.5,106.187,106.979,109.65,103.58,96.102,90.913,91.222,92.609,91.224,89.571,95.559,110.489,113.905,118.656,117.362,107.476,99.152,94.999,91.683,84.987,88.904,89.31,93.045,95.569,96.985,95.419,97.335,93.697,89.207,85.696,88.223,85.395,86.358,85.294,87.537,90.932,97.998,102.376,102.019,94.749,91.768,92.205,89.766,92.306,91.819,91.659,98.271,103.661,107.869,115.988,114.244,103.423,101.401,104.073
510348,100.0,102.318,99.158,102.179,103.554,99.028,96.257,101.68,99.538,102.12,102.403,103.455,99.156,101.033,98.174,101.202,100.997,101.682,96.948,99.664,100.251,102.761,104.72,102.983,103.482,102.198,101.076,102.915,104.863,102.946,106.218,109.551,110.629,119.474,109.697,112.457,109.348,111.98,112.686,112.621,112.996,106.847,102.585,114.769,115.546,117.373,117.679,122.643,117.027,112.348,131.675,127.989,133.61,146.386,151.026,147.178,149.016,148.164,140.965,140.255,131.259,135.694,136.606
510349,100.0,98.12,94.188,95.962,94.691,91.951,87.856,92.162,93.712,94.24,95.364,94.508,94.945,95.008,94.655,93.879,95.106,94.001,89.541,92.568,95.218,93.48,95.4,95.346,91.156,92.078,86.149,84.928,88.641,85.612,86.712,88.656,90.66,94.508,93.658,93.803,95.106,96.052,98.922,99.14,102.902,104.144,102.537,100.687,101.999,103.274,103.17,103.653,102.156,103.044,103.706,99.009,99.092,99.005,99.855,99.685,102.63,105.045,105.305,107.639,108.77,111.6,112.942
510350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.58,98.862,99.912,104.652,105.931,105.993,105.034,107.676,109.266,107.801,108.608,106.879,107.628,113.202,111.167,111.353,110.779,109.177,111.334,113.215,115.001,114.999,116.191,113.225,114.164,117.106
510351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,98.407,98.566,101.782,108.538,106.016,98.247,101.981,105.484,106.148,107.377,107.134,103.431,106.536,106.695,108.227,111.058,111.551,105.381,111.591,115.657,120.591,123.988,121.379,118.418,128.999,129.872
510352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,97.45,88.506,95.804,98.473,98.997,98.015,102.66,108.951,109.425,109.991,107.134,103.641,106.273,110.183,105.344,107.684,108.398,104.236,105.213,107.516,111.686,103.611,103.792,103.653,113.041,110.57
510436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.913,102.147,100.515,101.806,105.07,101.687,100.692,108.356,107.772,108.461,107.468,95.568,99.372,100.54
510437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,102.435,101.905,98.555,99.309,101.578,103.439,104.647,107.699,108.78,110.735,108.635,103.179,102.765,101.333
510438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,99.554,101.611,100.609,101.211,103.908,104.654,105.402,106.912,106.967,106.9,105.726,104.786,105.425,113.393
510353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,107.782,112.399
510508,100.0,101.04,102.814,101.702,101.063,102.424,102.966,103.299,104.654,104.391,105.507,104.46,104.108,106.206,106.507,106.078,106.089,104.964,104.599,105.422,106.159,106.183,106.233,104.026,103.997,104.095,105.656,104.216,104.453,104.052,104.163,105.111,104.695,105.925,104.236,102.639,99.139,100.829,100.323,100.606,101.747,103.747,105.75,105.233,106.341,106.409,106.069,106.255,108.126,108.803,109.216,109.0,109.282,107.652,109.323,107.783,109.517,112.783,110.829,107.953,111.875,111.869,110.935
510528,100.0,102.287,104.783,104.525,104.112,100.85,100.738,101.09,104.252,102.545,101.659,97.86,98.449,97.985,98.672,98.561,97.781,98.226,97.174,97.5,97.702,98.083,98.131,99.069,95.5,95.118,95.628,90.378,89.022,87.433,90.968,92.577,96.491,100.466,95.142,93.399,91.29,88.454,88.234,91.654,96.337,94.827,93.877,94.359,95.549,94.99,93.758,104.524,93.597,92.634,92.266,103.11,103.426,103.62,101.586,104.241,111.462,110.377,100.856,111.078,121.928,122.365,122.987
510507,100.0,101.606,101.776,100.47,100.44,101.018,100.27,100.651,102.14,102.638,103.098,103.337,102.697,102.927,103.242,102.759,102.832,102.985,102.683,101.135,102.48,102.815,102.439,99.555,98.724,99.838,100.234,98.69,99.268,100.489,100.838,99.0,100.458,102.09,102.763,101.531,97.324,98.144,97.899,97.753,98.447,98.622,99.033,100.896,100.874,98.177,99.859,101.068,102.865,103.435,104.504,105.454,105.636,105.469,106.219,106.32,106.835,107.341,106.39,104.326,104.915,105.932,106.925
510104,100.0,98.088,96.0,98.727,99.223,95.333,84.832,88.988,96.378,97.268,101.332,97.554,95.544,94.741,95.639,95.862,98.924,96.646,89.045,95.986,100.656,102.385,105.837,104.953,100.757,96.876,95.677,94.854,92.643,94.339,100.427,97.641,101.192,103.349,96.417,97.134,91.074,84.787,85.498,89.91,93.096,93.244,90.721,89.302,91.595,94.653,94.994,98.421,92.591,91.672,91.908,94.128,100.036,97.09,93.451,95.758,102.071,105.787,105.425,104.148,104.196,102.361,101.814
510106,100.0,100.758,102.289,102.054,102.91,97.141,97.272,97.296,100.981,100.983,100.922,101.761,100.696,101.365,103.001,101.573,103.797,103.132,101.763,101.614,101.978,103.865,103.689,101.815,98.664,98.919,98.629,97.89,95.832,100.218,100.375,100.604,102.671,101.83,97.204,99.663,96.488,90.287,95.524,97.491,100.735,101.251,101.586,101.184,100.827,102.038,103.382,103.644,101.449,102.39,104.024,102.873,105.874,107.679,106.551,108.306,109.66,109.71,109.378,109.233,108.466,108.521,108.822
510108,100.0,97.733,105.074,102.85,99.251,95.892,89.716,96.246,103.657,105.378,106.756,104.428,99.856,101.381,99.19,95.327,98.088,96.319,89.411,97.841,107.08,109.182,108.783,107.998,102.397,102.412,104.158,101.765,99.813,102.372,103.083,97.163,103.775,106.667,101.185,100.521,92.133,84.374,84.738,94.842,88.287,88.778,88.801,90.084,94.759,97.519,97.341,98.135,95.107,94.243,93.496,96.748,96.578,97.92,95.346,95.34,101.447,103.239,106.168,107.352,104.632,104.479,102.994
510109,100.0,101.891,104.461,104.654,104.601,102.378,101.125,101.474,102.811,101.969,102.632,100.688,99.371,100.367,101.17,101.374,102.489,100.699,99.824,99.596,101.069,100.552,101.276,99.229,99.612,99.964,98.79,95.433,97.37,100.291,98.459,97.923,102.398,101.317,96.383,97.861,84.56,88.644,89.684,91.587,95.013,94.732,95.073,94.35,92.054,94.661,96.598,100.089,94.957,98.058,100.268,100.899,101.987,101.889,103.716,105.811,107.415,108.291,109.048,110.193,107.089,109.948,110.134
510113,100.0,102.244,103.199,102.064,101.479,102.82,101.649,99.431,101.595,99.343,102.433,101.989,98.725,100.279,98.726,101.328,101.861,102.168,101.955,97.277,97.143,96.548,98.454,95.513,94.759,96.564,98.342,98.598,89.42,98.637,95.998,97.912,99.686,94.897,90.947,94.029,88.201,86.76,88.14,94.947,97.578,97.668,96.507,93.687,94.349,95.636,94.788,95.786,93.339,94.628,97.238,99.113,101.668,100.595,99.294,101.194,101.481,104.686,104.381,103.827,102.74,104.994,107.153
510117,100.0,101.785,102.857,103.686,103.323,98.027,99.002,99.141,103.234,104.265,104.122,101.19,100.216,101.658,105.024,105.043,104.374,105.003,102.249,100.569,105.236,104.903,105.723,104.391,102.816,103.558,104.029,96.773,93.68,97.621,91.33,102.147,103.914,104.817,97.313,100.226,90.563,96.087,97.403,100.947,101.401,102.587,100.627,99.371,100.77,102.379,102.227,102.528,102.446,104.686,106.153,106.82,106.538,107.07,105.738,107.704,106.411,110.967,111.852,111.489,110.828,113.672,115.202
510118,100.0,103.179,107.793,105.279,106.233,100.343,99.37,104.013,105.927,106.815,106.722,105.279,102.7,103.067,107.428,106.089,106.753,107.184,103.58,101.929,105.061,105.237,104.516,101.753,101.303,101.749,101.251,98.083,94.309,99.879,99.312,100.405,99.547,100.908,97.036,98.764,86.528,87.637,87.99,92.859,94.577,95.268,96.942,95.985,97.201,98.534,99.308,97.542,97.9,98.877,101.166,101.379,102.598,102.119,101.851,100.94,103.91,105.42,108.068,108.393,107.895,109.146,110.119
510120,100.0,97.135,93.444,90.451,90.071,85.647,85.591,89.163,95.641,94.281,98.477,95.35,89.856,93.831,93.562,90.416,94.425,92.424,87.426,92.15,94.894,97.018,97.984,95.503,92.0,93.907,90.266,86.011,87.777,91.889,92.236,91.998,94.756,98.483,93.003,96.742,90.042,86.208,88.969,92.773,91.626,94.328,93.425,92.83,91.895,96.307,97.988,96.315,94.603,94.644,96.8,99.166,100.613,101.856,99.271,99.27,101.813,106.043,106.878,107.765,103.496,104.412,102.782
510122,100.0,99.592,102.128,103.106,102.71,97.27,101.239,98.445,100.989,102.007,102.558,100.698,97.603,97.422,97.19,96.62,97.548,97.571,99.993,99.657,101.66,100.806,101.323,102.328,102.598,99.074,99.599,98.843,96.765,98.753,99.783,99.511,99.136,97.721,97.942,101.27,101.677,100.816,100.9,100.829,96.466,96.38,97.729,97.01,98.361,96.924,94.737,95.626,97.178,98.238,93.998,107.587,96.514,96.7,99.705,100.326,104.242,103.758,104.419,107.16,100.73,103.561,105.264
510127,100.0,100.77,99.877,96.864,97.046,99.198,98.506,108.855,112.424,113.403,113.481,112.21,101.899,102.942,97.129,97.909,86.823,90.498,98.536,101.154,104.674,107.083,106.914,108.959,104.942,99.167,86.448,78.581,77.784,77.116,78.011,96.215,109.504,112.711,111.741,107.482,98.441,96.496,95.062,91.578,97.303,112.987,114.732,117.856,116.359,117.484,121.6,132.044,114.584,115.481,110.32,101.174,100.629,101.702,108.558,119.791,127.242,132.615,131.16,131.462,127.89,115.764,118.987
510128,100.0,98.774,101.858,100.776,102.21,100.459,96.597,98.06,100.12,100.098,99.119,100.025,95.665,94.765,96.587,96.286,96.959,97.805,100.139,99.931,99.719,99.602,100.732,100.23,94.454,93.429,93.762,92.092,92.249,92.427,90.195,89.263,89.819,101.032,101.777,101.956,112.658,107.223,105.991,107.075,106.545,106.01,103.429,103.983,98.628,97.057,92.811,99.506,100.424,100.282,136.897,141.424,143.168,142.328,126.83,124.503,135.141,134.296,131.88,142.421,138.573,136.997,135.448
510130,100.0,95.404,98.76,98.763,99.125,95.984,95.083,96.718,112.972,113.883,116.794,111.607,101.952,96.948,98.154,98.574,99.654,99.185,97.344,98.852,109.717,112.812,116.69,110.721,98.544,92.693,88.559,86.109,85.474,88.127,88.088,88.611,99.124,102.95,97.04,103.221,83.417,83.939,80.212,82.723,84.181,85.434,85.116,84.569,108.739,112.101,114.836,115.901,103.808,98.182,99.42,101.704,102.997,103.084,102.553,103.399,111.586,113.078,113.449,110.969,105.833,105.893,102.492
510131,100.0,100.655,101.577,103.604,104.592,100.67,97.692,96.525,104.433,101.293,105.531,103.57,99.328,100.592,101.904,102.769,104.151,103.59,98.576,98.741,100.084,99.417,100.784,101.645,97.3,97.499,99.102,94.172,90.067,95.332,91.254,93.753,93.782,100.958,98.548,100.804,93.165,90.092,92.0,95.516,99.974,99.893,97.884,97.761,96.879,103.222,102.42,104.997,96.692,102.194,103.642,104.45,106.453,106.732,105.88,108.523,109.576,113.102,109.934,111.143,108.46,108.455,113.48
510132,100.0,101.983,105.651,104.778,103.54,101.164,102.105,101.857,103.005,101.818,102.556,99.408,96.737,99.065,99.868,100.614,100.251,98.375,97.619,99.079,100.475,98.995,100.509,98.876,96.374,97.803,99.733,95.339,98.559,97.588,99.56,99.246,99.705,97.827,94.697,97.048,93.167,92.863,91.973,92.749,95.479,95.663,94.906,94.064,97.602,98.332,99.064,97.988,98.11,95.358,102.18,104.364,106.33,106.583,105.535,104.992,109.251,109.902,109.565,110.747,108.865,112.247,118.913
510133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,102.418,102.671,104.279,107.525,107.992,109.609,109.436,105.427,109.21,110.212,107.172,106.284,104.93,105.453,109.35,109.77,111.024,109.399,108.125,110.951,111.914,114.513,115.305,109.295,112.798,112.762
510134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,101.065,103.712,108.173,107.912,107.653,105.382,108.229,109.343,114.112,114.813,113.563,110.697,114.643,116.396
510402,100.0,98.649,99.152,98.932,99.311,100.088,100.078,100.451,100.893,101.171,100.228,99.314,96.689,95.79,97.466,97.146,97.959,97.943,96.732,96.534,95.635,96.786,96.742,96.806,96.003,96.471,97.584,93.846,97.034,97.95,98.794,98.208,98.215,98.411,95.264,96.122,94.687,93.677,94.271,93.478,96.066,95.046,95.47,94.368,94.227,96.355,96.774,96.908,96.965,97.133,97.576,97.883,98.136,98.09,99.243,100.523,102.175,103.305,104.111,103.107,103.436,104.984,104.818
510413,100.0,99.906,99.955,100.05,100.243,99.505,100.173,98.865,99.945,97.866,100.201,100.085,99.153,99.686,99.486,98.643,99.567,98.586,99.06,98.423,99.691,99.946,100.181,98.791,99.436,99.414,98.695,95.106,98.792,103.28,102.221,102.793,101.622,102.322,100.246,101.225,99.025,96.465,97.94,98.214,100.178,98.687,99.12,99.608,99.831,99.307,100.274,100.154,100.787,102.162,102.9,103.272,103.234,102.676,102.363,104.022,105.635,108.221,108.645,108.426,107.548,107.584,111.889
510419,100.0,99.33,99.855,99.684,99.672,99.117,98.78,99.278,100.926,101.913,102.053,100.895,99.436,99.877,101.131,101.383,103.078,102.422,101.036,100.826,103.182,105.533,105.736,103.979,100.87,102.027,100.638,97.212,101.815,100.617,96.648,98.547,100.685,98.919,97.895,98.248,95.259,100.765,101.685,102.755,106.412,104.77,101.639,103.295,106.698,103.097,102.459,108.134,107.374,107.054,108.208,111.792,111.708,111.477,112.881,113.585,121.572,123.976,126.324,125.247,123.155,127.503,128.36
510433,100.0,99.707,98.697,99.009,98.274,97.458,97.801,100.21,101.551,104.088,107.345,106.022,103.588,101.189,99.99,104.01,106.651,105.529,102.918,99.746,100.319,97.877,98.998,99.006,100.349,98.489,99.517,97.724,100.808,95.909,95.982,99.322,99.768,106.132,98.164,97.818,109.312,107.471,105.347,104.941,105.256,104.923,105.173,109.469,110.185,117.064,116.914,116.25,116.721,114.556,118.767,119.208,119.421,120.913,119.784,120.384,122.937,124.063,120.993,120.243,116.427,115.038,116.581
510501,100.0,101.525,103.727,104.855,104.593,103.509,102.422,103.268,106.176,105.626,105.581,105.554,102.356,104.476,105.311,105.944,105.669,105.891,104.201,104.944,107.305,108.383,107.475,107.338,103.249,105.331,106.431,101.501,98.785,102.282,101.65,102.395,103.497,103.514,99.583,98.896,88.034,90.57,91.613,97.355,102.692,103.77,104.867,105.732,106.24,106.519,101.452,103.572,106.149,105.974,105.091,106.96,108.894,111.526,110.014,111.086,112.353,110.02,109.682,109.581,110.261,111.938,113.679
510515,100.0,102.896,106.141,106.455,105.717,104.855,101.263,102.384,104.766,98.437,106.309,100.359,97.865,95.85,99.401,98.764,97.52,98.378,94.845,97.747,100.871,98.614,100.218,97.345,95.564,96.333,96.983,92.219,93.454,91.583,91.918,94.981,94.066,93.974,95.471,89.705,84.233,82.367,86.714,87.084,89.558,88.177,88.561,89.12,89.515,91.843,92.517,93.878,93.455,95.26,96.889,97.371,98.065,98.528,97.978,94.254,97.032,99.355,100.889,98.036,97.293,100.659,101.675
510516,100.0,103.99,105.067,104.35,107.691,104.96,101.099,102.937,101.009,103.387,99.592,101.158,98.835,99.054,98.304,94.514,98.845,99.231,99.926,100.974,100.037,100.471,102.642,99.503,100.514,102.568,99.346,100.126,102.011,97.328,101.255,101.337,102.544,102.879,101.303,100.984,102.201,99.304,102.697,103.237,105.336,105.092,108.444,108.241,107.902,105.287,104.4,105.234,109.397,110.112,108.564,117.168,116.215,117.561,117.535,119.946,115.525,115.324,114.035,115.328,114.913,118.879,117.06
510535,100.0,102.362,103.976,105.646,105.91,105.061,102.732,101.536,103.784,103.665,102.799,101.435,97.905,97.174,98.837,99.986,99.012,98.899,97.846,95.496,98.611,99.823,101.697,99.462,98.37,97.948,100.153,95.824,97.887,99.745,100.045,97.985,98.595,101.675,98.181,95.23,93.968,93.394,97.552,99.135,100.814,101.6,99.395,98.737,100.9,99.487,98.583,97.604,94.159,95.866,100.538,103.01,103.436,102.131,100.193,98.66,100.213,103.108,102.223,101.442,98.472,99.139,101.011
